B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 10
B05, Trade, 55112.750, 73, B05, S02, 1
B05, Trade, 56579.617, 73, B05, S04, 1
B05, Trade, 63311.017, 73, B05, S01, 1
B05, Trade, 86921.850, 73, B05, S04, 1
B05, Trade, 124948.200, 73, B05, S00, 1
B05, Trade, 129131.317, 73, B05, S00, 1
B05, Trade, 158834.017, 73, B05, S04, 1
B05, Trade, 290930.183, 73, B05, S01, 1
B05, Trade, 290994.250, 73, B05, S00, 1
B05, Trade, 406071.117, 73, B05, S04, 1
B06, 100
B06, Trade, 118453.300, 75, B06, S04, 1
B06, Trade, 119162.967, 75, B06, S02, 1
B06, Trade, 119790.650, 76, B06, S04, 1
B06, Trade, 120232.683, 76, B06, S04, 1
B06, Trade, 126024.983, 76, B06, S00, 1
B06, Trade, 158833.450, 76, B06, S00, 1
B06, Trade, 158956.133, 76, B06, S00, 1
B06, Trade, 159114.283, 76, B06, S04, 1
B06, Trade, 159387.267, 76, B06, S04, 1
B06, Trade, 159423.233, 76, B06, S04, 1
B06, Trade, 159955.550, 76, B06, S01, 1
B06, Trade, 160880.150, 76, B06, S04, 1
B06, Trade, 160990.300, 76, B06, S04, 1
B06, Trade, 161662.317, 76, B06, S04, 1
B06, Trade, 163472.433, 76, B06, S00, 1
B06, Trade, 163720.933, 76, B06, S00, 1
B06, Trade, 165312.533, 76, B06, S00, 1
B06, Trade, 165439.483, 76, B06, S04, 1
B06, Trade, 194412.383, 76, B06, S05, 1
B06, Trade, 194866.833, 76, B06, S04, 1
B06, Trade, 195406.050, 76, B06, S06, 1
B06, Trade, 195646.817, 76, B06, S03, 1
B06, Trade, 195689.233, 76, B06, S02, 1
B06, Trade, 195858.367, 76, B06, S05, 1
B06, Trade, 195986.717, 75, B06, S00, 1
B06, Trade, 196353.717, 76, B06, S03, 1
B06, Trade, 196556.350, 76, B06, S04, 1
B06, Trade, 196969.433, 76, B06, S05, 1
B06, Trade, 197097.967, 76, B06, S04, 1
B06, Trade, 197190.067, 76, B06, S04, 1
B06, Trade, 197266.750, 76, B06, S06, 1
B06, Trade, 197275.417, 76, B06, S05, 1
B06, Trade, 197924.467, 75, B06, S04, 1
B06, Trade, 197996.233, 76, B06, S05, 1
B06, Trade, 198029.967, 76, B06, S05, 1
B06, Trade, 198080.567, 76, B06, S04, 1
B06, Trade, 198109.483, 76, B06, S04, 1
B06, Trade, 198326.600, 76, B06, S04, 1
B06, Trade, 199149.067, 76, B06, S03, 1
B06, Trade, 200703.717, 76, B06, S03, 1
B06, Trade, 201036.600, 76, B06, S02, 1
B06, Trade, 201682.717, 68, S03, B06, 1
B06, Trade, 202367.900, 76, B06, S06, 1
B06, Trade, 202620.450, 76, B06, S00, 1
B06, Trade, 204679.000, 76, B06, S03, 1
B06, Trade, 205674.033, 76, B06, S03, 1
B06, Trade, 206194.033, 76, B06, S06, 1
B06, Trade, 206733.367, 76, B06, S02, 1
B06, Trade, 207818.433, 76, B06, S03, 1
B06, Trade, 208262.983, 76, B06, S00, 1
B06, Trade, 217242.850, 76, B06, S03, 1
B06, Trade, 217833.883, 76, B06, S05, 1
B06, Trade, 218202.767, 76, B06, S00, 1
B06, Trade, 218887.933, 75, B06, S05, 1
B06, Trade, 220190.317, 76, B06, S03, 1
B06, Trade, 221293.517, 75, B06, S05, 1
B06, Trade, 221410.133, 76, B06, S03, 1
B06, Trade, 233220.617, 74, B06, S00, 1
B06, Trade, 233649.800, 76, B06, S00, 1
B06, Trade, 234406.117, 76, B06, S01, 1
B06, Trade, 235045.100, 75, B06, S03, 1
B06, Trade, 235069.700, 75, B06, S00, 1
B06, Trade, 236935.433, 76, B06, S03, 1
B06, Trade, 237128.050, 76, B06, S00, 1
B06, Trade, 240145.000, 76, B06, S00, 1
B06, Trade, 255905.417, 76, B06, S05, 1
B06, Trade, 288420.250, 76, B06, S04, 1
B06, Trade, 290717.367, 75, B06, S00, 1
B06, Trade, 290929.700, 76, B06, S00, 1
B06, Trade, 291036.033, 75, B06, S05, 1
B06, Trade, 291276.267, 75, S05, B06, 1
B06, Trade, 291918.850, 76, B06, S05, 1
B06, Trade, 292075.683, 76, B06, S01, 1
B06, Trade, 292168.700, 76, B06, S05, 1
B06, Trade, 292176.233, 76, B06, S01, 1
B06, Trade, 292578.683, 76, B06, S01, 1
B06, Trade, 293610.417, 76, B06, S05, 1
B06, Trade, 293756.450, 75, B06, S04, 1
B06, Trade, 294602.933, 76, B06, S00, 1
B06, Trade, 299231.683, 76, B06, S04, 1
B06, Trade, 340034.633, 74, B06, S01, 1
B06, Trade, 343957.600, 76, B06, S01, 1
B06, Trade, 343975.067, 75, B06, S01, 1
B06, Trade, 367447.100, 74, B06, S00, 1
B06, Trade, 369293.217, 76, B06, S01, 1
B06, Trade, 370617.633, 76, B06, S00, 1
B06, Trade, 371111.500, 76, B06, S05, 1
B06, Trade, 372234.183, 76, B06, S05, 1
B06, Trade, 373066.517, 76, B06, S05, 1
B06, Trade, 374178.900, 73, B06, S04, 1
B06, Trade, 374201.100, 76, B06, S00, 1
B06, Trade, 403252.967, 73, B06, S05, 1
B06, Trade, 403405.650, 73, B06, S01, 1
B06, Trade, 406490.000, 73, B06, S00, 1
B06, Trade, 408966.783, 73, B06, S04, 1
B06, Trade, 409838.333, 73, B06, S04, 1
B06, Trade, 411717.000, 76, B06, S01, 1
B06, Trade, 418028.250, 73, B06, S01, 1
B06, Trade, 419714.883, 73, B06, S04, 1
B06, Trade, 428832.800, 76, B06, S04, 1
B07, 100
B07, Trade, 359442.083, 79, B07, S00, 1
B07, Trade, 360140.667, 79, B07, S01, 1
B07, Trade, 360475.550, 74, B07, S00, 1
B07, Trade, 362468.917, 74, B07, S05, 1
B07, Trade, 362624.867, 79, B07, S01, 1
B07, Trade, 363134.433, 77, B07, S04, 1
B07, Trade, 367215.300, 78, B07, S00, 1
B07, Trade, 367397.517, 79, B07, S01, 1
B07, Trade, 367445.233, 79, B07, S04, 1
B07, Trade, 367603.700, 79, B07, S02, 1
B07, Trade, 367618.333, 79, B07, S05, 1
B07, Trade, 367787.833, 79, B07, S05, 1
B07, Trade, 367911.583, 79, B07, S00, 1
B07, Trade, 367928.217, 79, B07, S01, 1
B07, Trade, 368412.983, 79, B07, S00, 1
B07, Trade, 368521.333, 79, B07, S05, 1
B07, Trade, 368710.067, 79, B07, S00, 1
B07, Trade, 368772.850, 79, B07, S00, 1
B07, Trade, 368959.133, 79, B07, S05, 1
B07, Trade, 368991.883, 79, B07, S04, 1
B07, Trade, 369292.617, 77, B07, S05, 1
B07, Trade, 369464.583, 79, B07, S05, 1
B07, Trade, 369552.267, 79, B07, S05, 1
B07, Trade, 369737.783, 79, B07, S04, 1
B07, Trade, 369987.250, 79, B07, S01, 1
B07, Trade, 370457.350, 79, B07, S05, 1
B07, Trade, 370487.117, 79, B07, S04, 1
B07, Trade, 370603.450, 79, B07, S01, 1
B07, Trade, 370615.850, 79, B07, S00, 1
B07, Trade, 370715.833, 79, B07, S01, 1
B07, Trade, 370797.800, 79, B07, S07, 1
B07, Trade, 370944.867, 79, B07, S04, 1
B07, Trade, 371109.817, 79, B07, S04, 1
B07, Trade, 371169.000, 79, B07, S01, 1
B07, Trade, 371365.283, 79, B07, S01, 1
B07, Trade, 372038.900, 79, B07, S02, 1
B07, Trade, 372046.450, 78, B07, S04, 1
B07, Trade, 372233.267, 79, B07, S07, 1
B07, Trade, 372458.717, 79, B07, S07, 1
B07, Trade, 372513.200, 79, B07, S05, 1
B07, Trade, 373137.233, 79, B07, S05, 1
B07, Trade, 373524.050, 77, B07, S01, 1
B07, Trade, 373592.650, 79, B07, S04, 1
B07, Trade, 373684.783, 79, B07, S04, 1
B07, Trade, 373838.667, 79, B07, S05, 1
B07, Trade, 373945.967, 79, B07, S04, 1
B07, Trade, 374040.733, 79, B07, S05, 1
B07, Trade, 374100.967, 79, B07, S04, 1
B07, Trade, 374200.683, 79, B07, S04, 1
B07, Trade, 374279.633, 79, B07, S00, 1
B07, Trade, 374377.517, 76, B07, S05, 1
B07, Trade, 374683.167, 79, B07, S01, 1
B07, Trade, 375503.283, 79, B07, S07, 1
B07, Trade, 375575.533, 79, B07, S05, 1
B07, Trade, 375953.467, 79, B07, S04, 1
B07, Trade, 376109.967, 79, B07, S05, 1
B07, Trade, 376267.850, 79, B07, S01, 1
B07, Trade, 376805.333, 79, B07, S04, 1
B07, Trade, 377080.117, 79, B07, S05, 1
B07, Trade, 377824.567, 79, B07, S04, 1
B07, Trade, 377858.000, 79, B07, S05, 1
B07, Trade, 378112.167, 79, B07, S00, 1
B07, Trade, 378973.167, 79, B07, S01, 1
B07, Trade, 378991.700, 79, B07, S07, 1
B07, Trade, 379276.233, 79, B07, S01, 1
B07, Trade, 379933.050, 79, B07, S05, 1
B07, Trade, 380082.283, 79, B07, S07, 1
B07, Trade, 380181.183, 79, B07, S05, 1
B07, Trade, 380494.567, 79, B07, S02, 1
B07, Trade, 380922.533, 79, B07, S01, 1
B07, Trade, 381006.317, 79, B07, S07, 1
B07, Trade, 382451.150, 79, B07, S01, 1
B07, Trade, 390921.600, 79, B07, S01, 1
B07, Trade, 393350.817, 79, B07, S04, 1
B07, Trade, 403943.083, 75, B07, S05, 1
B07, Trade, 404105.000, 76, B07, S04, 1
B07, Trade, 404170.667, 77, B07, S03, 1
B07, Trade, 406237.300, 79, B07, S01, 1
B07, Trade, 406297.283, 74, B07, S04, 1
B07, Trade, 406312.817, 77, B07, S06, 1
B07, Trade, 406889.967, 74, B07, S01, 1
B07, Trade, 407142.167, 78, B07, S05, 1
B07, Trade, 407991.817, 79, B07, S00, 1
B07, Trade, 408182.250, 79, B07, S05, 1
B07, Trade, 408298.817, 78, B07, S04, 1
B07, Trade, 408587.483, 77, B07, S04, 1
B07, Trade, 409047.600, 78, B07, S05, 1
B07, Trade, 409398.000, 78, B07, S00, 1
B07, Trade, 409690.700, 79, B07, S00, 1
B07, Trade, 409934.317, 78, B07, S04, 1
B07, Trade, 410454.983, 79, B07, S03, 1
B07, Trade, 415315.617, 79, B07, S05, 1
B07, Trade, 416218.550, 77, B07, S01, 1
B07, Trade, 418027.867, 79, B07, S04, 1
B07, Trade, 421310.400, 78, B07, S01, 1
B07, Trade, 421525.483, 78, B07, S01, 1
B07, Trade, 424507.200, 79, B07, S01, 1
B07, Trade, 425808.217, 77, B07, S05, 1
B07, Trade, 426351.133, 78, B07, S01, 1
B07, Trade, 429653.083, 79, B07, S01, 1
B08, 100
B08, Trade, 369589.200, 82, B08, S08, 1
B08, Trade, 369742.800, 81, B08, S00, 1
B08, Trade, 369986.733, 82, B08, S05, 1
B08, Trade, 370225.467, 82, B08, S01, 1
B08, Trade, 370457.100, 81, S07, B08, 1
B08, Trade, 370528.367, 82, B08, S05, 1
B08, Trade, 370728.483, 80, B08, S04, 1
B08, Trade, 370803.333, 81, B08, S01, 1
B08, Trade, 370922.700, 81, B08, S01, 1
B08, Trade, 370952.517, 81, B08, S00, 1
B08, Trade, 371163.617, 82, B08, S04, 1
B08, Trade, 371631.833, 80, B08, S05, 1
B08, Trade, 371646.583, 77, B08, S01, 1
B08, Trade, 371687.167, 82, B08, S04, 1
B08, Trade, 371982.867, 80, B08, S00, 1
B08, Trade, 372108.250, 80, B08, S05, 1
B08, Trade, 372254.817, 82, B08, S04, 1
B08, Trade, 372707.583, 79, B08, S00, 1
B08, Trade, 373103.300, 80, B08, S00, 1
B08, Trade, 373162.867, 82, B08, S03, 1
B08, Trade, 373204.250, 82, B08, S00, 1
B08, Trade, 373236.583, 80, S03, B08, 1
B08, Trade, 373250.367, 81, B08, S04, 1
B08, Trade, 373416.733, 80, S05, B08, 1
B08, Trade, 373759.783, 80, B08, S00, 1
B08, Trade, 373797.417, 79, B08, S01, 1
B08, Trade, 373877.217, 80, B08, S04, 1
B08, Trade, 374041.417, 81, B08, S01, 1
B08, Trade, 374053.233, 80, B08, S00, 1
B08, Trade, 374101.450, 80, S07, B08, 1
B08, Trade, 374138.500, 82, B08, S08, 1
B08, Trade, 374361.683, 79, B08, S05, 1
B08, Trade, 376247.233, 82, B08, S05, 1
B08, Trade, 378971.083, 82, B08, S07, 1
B08, Trade, 379213.333, 81, B08, S01, 1
B08, Trade, 379979.333, 80, B08, S01, 1
B08, Trade, 380043.450, 81, B08, S01, 1
B08, Trade, 380197.983, 82, S07, B08, 1
B08, Trade, 380602.133, 79, S04, B08, 1
B08, Trade, 380804.700, 82, B08, S07, 1
B08, Trade, 382379.250, 82, B08, S05, 1
B08, Trade, 382450.900, 82, B08, S08, 1
B08, Trade, 382508.967, 82, B08, S01, 1
