B00, 0
B01, 0
B02, 0
B03, 15
B03, Trade, 266522.883, 68, B03, S00, 1
B03, Trade, 269203.483, 68, B03, S02, 1
B03, Trade, 269737.683, 68, B03, S00, 1
B03, Trade, 272079.283, 68, B03, S00, 1
B03, Trade, 272228.033, 68, B03, S00, 1
B03, Trade, 273195.133, 68, B03, S00, 1
B03, Trade, 273307.500, 68, B03, S00, 1
B03, Trade, 303038.467, 68, B03, S03, 1
B03, Trade, 306411.283, 68, B03, S00, 1
B03, Trade, 317729.667, 68, B03, S03, 1
B03, Trade, 332681.167, 68, B03, S01, 1
B03, Trade, 332821.633, 68, B03, S01, 1
B03, Trade, 334081.050, 68, B03, S01, 1
B03, Trade, 334594.450, 68, B03, S03, 1
B03, Trade, 336696.600, 68, B03, S01, 1
B04, 21
B04, Trade, 98560.300, 71, B04, S04, 1
B04, Trade, 99919.350, 69, B04, S02, 1
B04, Trade, 100602.950, 70, B04, S02, 1
B04, Trade, 225753.617, 71, B04, S02, 1
B04, Trade, 266910.767, 71, B04, S01, 1
B04, Trade, 269940.167, 69, B04, S00, 1
B04, Trade, 273353.683, 70, B04, S00, 1
B04, Trade, 273476.983, 69, B04, S02, 1
B04, Trade, 276925.833, 71, B04, S00, 1
B04, Trade, 288107.050, 66, B04, S01, 1
B04, Trade, 290764.600, 71, B04, S04, 1
B04, Trade, 291444.000, 71, B04, S01, 1
B04, Trade, 294663.383, 71, B04, S01, 1
B04, Trade, 316898.017, 71, B04, S03, 1
B04, Trade, 317119.467, 71, B04, S00, 1
B04, Trade, 317729.217, 71, B04, S00, 1
B04, Trade, 317828.833, 70, B04, S00, 1
B04, Trade, 319306.800, 71, B04, S00, 1
B04, Trade, 319349.150, 71, B04, S00, 1
B04, Trade, 321737.500, 71, B04, S03, 1
B04, Trade, 321947.150, 71, B04, S00, 1
B05, 48
B05, Trade, 129049.600, 73, B05, S00, 1
B05, Trade, 200013.867, 73, B05, S01, 1
B05, Trade, 217545.550, 73, B05, S02, 1
B05, Trade, 219850.017, 73, B05, S01, 1
B05, Trade, 220647.150, 73, B05, S00, 1
B05, Trade, 227801.517, 72, B05, S00, 1
B05, Trade, 228176.200, 72, B05, S00, 1
B05, Trade, 238083.017, 73, B05, S02, 1
B05, Trade, 239966.000, 73, B05, S02, 1
B05, Trade, 241144.067, 73, B05, S02, 1
B05, Trade, 241218.350, 73, B05, S02, 1
B05, Trade, 243698.433, 73, B05, S00, 1
B05, Trade, 243985.250, 73, B05, S02, 1
B05, Trade, 244449.617, 73, B05, S04, 1
B05, Trade, 247429.467, 73, B05, S00, 1
B05, Trade, 277957.467, 71, B05, S00, 1
B05, Trade, 287209.933, 72, B05, S00, 1
B05, Trade, 302543.067, 73, B05, S00, 1
B05, Trade, 302611.367, 73, B05, S02, 1
B05, Trade, 303512.150, 73, B05, S03, 1
B05, Trade, 303585.467, 73, B05, S00, 1
B05, Trade, 303603.683, 73, B05, S04, 1
B05, Trade, 304153.100, 73, B05, S00, 1
B05, Trade, 304352.500, 73, B05, S03, 1
B05, Trade, 304416.967, 73, B05, S03, 1
B05, Trade, 304492.717, 73, B05, S04, 1
B05, Trade, 304549.433, 73, B05, S03, 1
B05, Trade, 305161.117, 73, B05, S04, 1
B05, Trade, 305503.850, 73, B05, S00, 1
B05, Trade, 305575.067, 73, B05, S00, 1
B05, Trade, 305779.233, 73, B05, S00, 1
B05, Trade, 305909.817, 73, B05, S02, 1
B05, Trade, 306310.667, 73, B05, S03, 1
B05, Trade, 306355.600, 73, B05, S00, 1
B05, Trade, 306383.717, 73, B05, S00, 1
B05, Trade, 306424.750, 73, B05, S00, 1
B05, Trade, 306557.300, 73, B05, S02, 1
B05, Trade, 306937.717, 73, B05, S02, 1
B05, Trade, 307379.883, 73, B05, S02, 1
B05, Trade, 307803.533, 73, B05, S02, 1
B05, Trade, 308291.350, 73, B05, S03, 1
B05, Trade, 308372.200, 73, B05, S00, 1
B05, Trade, 308607.950, 73, B05, S03, 1
B05, Trade, 308629.417, 73, B05, S04, 1
B05, Trade, 308943.100, 73, B05, S02, 1
B05, Trade, 309395.767, 73, B05, S03, 1
B05, Trade, 322715.717, 68, B05, S00, 1
B05, Trade, 338178.517, 72, B05, S01, 1
B06, 100
B06, Trade, 230112.467, 76, B06, S04, 1
B06, Trade, 230232.450, 76, B06, S02, 1
B06, Trade, 232116.633, 76, B06, S02, 1
B06, Trade, 233561.900, 76, B06, S00, 1
B06, Trade, 236745.883, 76, B06, S00, 1
B06, Trade, 238397.567, 74, B06, S02, 1
B06, Trade, 254756.667, 76, B06, S04, 1
B06, Trade, 257053.850, 76, B06, S04, 1
B06, Trade, 258184.150, 75, B06, S04, 1
B06, Trade, 258845.700, 76, B06, S00, 1
B06, Trade, 259038.900, 75, B06, S05, 1
B06, Trade, 262758.433, 76, B06, S05, 1
B06, Trade, 266634.750, 69, B06, S02, 1
B06, Trade, 266752.867, 71, B06, S01, 1
B06, Trade, 267066.817, 71, B06, S02, 1
B06, Trade, 267582.633, 71, B06, S00, 1
B06, Trade, 268137.450, 67, B06, S00, 1
B06, Trade, 268270.333, 71, B06, S00, 1
B06, Trade, 268501.283, 71, B06, S00, 1
B06, Trade, 268568.500, 71, B06, S01, 1
B06, Trade, 268644.467, 71, B06, S00, 1
B06, Trade, 268793.417, 71, B06, S01, 1
B06, Trade, 268877.683, 71, B06, S01, 1
B06, Trade, 268970.017, 71, B06, S00, 1
B06, Trade, 269276.967, 71, B06, S00, 1
B06, Trade, 269681.500, 71, B06, S01, 1
B06, Trade, 269737.450, 71, B06, S01, 1
B06, Trade, 270114.983, 71, B06, S00, 1
B06, Trade, 270554.350, 68, B06, S01, 1
B06, Trade, 270898.200, 67, B06, S01, 1
B06, Trade, 271126.217, 71, B06, S02, 1
B06, Trade, 271146.767, 71, B06, S02, 1
B06, Trade, 271555.133, 71, B06, S00, 1
B06, Trade, 271562.117, 71, B06, S01, 1
B06, Trade, 271769.633, 71, B06, S02, 1
B06, Trade, 272313.983, 71, B06, S02, 1
B06, Trade, 272342.017, 71, B06, S02, 1
B06, Trade, 272902.750, 70, B06, S02, 1
B06, Trade, 272985.317, 68, B06, S01, 1
B06, Trade, 273222.367, 71, B06, S00, 1
B06, Trade, 273505.000, 71, B06, S00, 1
B06, Trade, 273565.200, 69, B06, S00, 1
B06, Trade, 275441.150, 71, B06, S04, 1
B06, Trade, 318946.300, 72, B06, S00, 1
B06, Trade, 319086.200, 76, B06, S03, 1
B06, Trade, 324719.250, 75, B06, S01, 1
B06, Trade, 324816.250, 76, B06, S01, 1
B06, Trade, 325081.617, 76, B06, S00, 1
B06, Trade, 325850.833, 76, B06, S00, 1
B06, Trade, 326137.450, 76, B06, S00, 1
B06, Trade, 326883.767, 76, B06, S01, 1
B06, Trade, 327077.433, 76, B06, S02, 1
B06, Trade, 327295.617, 76, B06, S01, 1
B06, Trade, 327657.300, 75, B06, S04, 1
B06, Trade, 327888.133, 76, B06, S00, 1
B06, Trade, 327896.283, 76, B06, S01, 1
B06, Trade, 328628.483, 76, B06, S02, 1
B06, Trade, 329085.033, 76, B06, S00, 1
B06, Trade, 329469.333, 75, B06, S02, 1
B06, Trade, 332681.017, 71, B06, S04, 1
B06, Trade, 333254.583, 71, B06, S01, 1
B06, Trade, 335302.217, 71, B06, S01, 1
B06, Trade, 335728.083, 71, B06, S01, 1
B06, Trade, 336281.667, 71, B06, S00, 1
B06, Trade, 336908.283, 71, B06, S00, 1
B06, Trade, 337527.550, 71, B06, S01, 1
B06, Trade, 337749.233, 71, B06, S01, 1
B06, Trade, 337976.450, 71, B06, S03, 1
B06, Trade, 338224.467, 71, B06, S01, 1
B06, Trade, 338252.750, 68, B06, S01, 1
B06, Trade, 350559.317, 76, B06, S00, 1
B06, Trade, 360640.967, 76, B06, S02, 1
B06, Trade, 361780.550, 76, B06, S00, 1
B06, Trade, 362184.283, 76, B06, S01, 1
B06, Trade, 363121.183, 76, B06, S02, 1
B06, Trade, 363372.050, 76, B06, S00, 1
B06, Trade, 364219.133, 76, B06, S02, 1
B06, Trade, 365059.517, 75, B06, S00, 1
B06, Trade, 366340.600, 76, B06, S01, 1
B06, Trade, 366556.733, 76, B06, S03, 1
B06, Trade, 389533.183, 76, B06, S01, 1
B06, Trade, 389623.583, 76, B06, S02, 1
B06, Trade, 389640.350, 76, B06, S01, 1
B06, Trade, 389697.083, 75, B06, S01, 1
B06, Trade, 389964.867, 76, B06, S00, 1
B06, Trade, 391384.683, 76, B06, S00, 1
B06, Trade, 391438.733, 76, B06, S02, 1
B06, Trade, 391591.333, 72, B06, S02, 1
B06, Trade, 391705.833, 76, B06, S06, 1
B06, Trade, 391871.833, 75, B06, S02, 1
B06, Trade, 392011.683, 76, B06, S00, 1
B06, Trade, 392651.850, 75, B06, S04, 1
B06, Trade, 392888.517, 76, B06, S04, 1
B06, Trade, 394083.700, 76, B06, S02, 1
B06, Trade, 394319.167, 76, B06, S01, 1
B06, Trade, 394585.800, 76, B06, S02, 1
B06, Trade, 394957.433, 75, B06, S04, 1
B06, Trade, 395162.183, 76, B06, S03, 1
B06, Trade, 395570.667, 76, B06, S01, 1
B06, Trade, 395870.667, 76, B06, S00, 1
B07, 100
B07, Trade, 314301.400, 79, B07, S07, 1
B07, Trade, 317164.067, 78, B07, S03, 1
B07, Trade, 323126.200, 77, B07, S00, 1
B07, Trade, 327857.083, 79, B07, S04, 1
B07, Trade, 329430.550, 77, B07, S02, 1
B07, Trade, 331597.767, 78, B07, S00, 1
B07, Trade, 331796.750, 78, B07, S04, 1
B07, Trade, 332847.317, 78, B07, S06, 1
B07, Trade, 333160.617, 78, B07, S01, 1
B07, Trade, 333300.217, 75, B07, S01, 1
B07, Trade, 335171.383, 79, B07, S00, 1
B07, Trade, 336135.150, 78, B07, S01, 1
B07, Trade, 336969.317, 78, B07, S03, 1
B07, Trade, 337187.117, 75, B07, S01, 1
B07, Trade, 337225.817, 77, S03, B07, 1
B07, Trade, 337380.917, 78, B07, S04, 1
B07, Trade, 337649.450, 79, B07, S01, 1
B07, Trade, 338307.467, 78, B07, S06, 1
B07, Trade, 341778.717, 79, B07, S01, 1
B07, Trade, 342739.883, 79, B07, S02, 1
B07, Trade, 342953.133, 79, B07, S01, 1
B07, Trade, 343938.300, 79, B07, S01, 1
B07, Trade, 344357.767, 79, B07, S04, 1
B07, Trade, 344593.983, 79, B07, S07, 1
B07, Trade, 345687.950, 79, B07, S00, 1
B07, Trade, 345788.767, 79, B07, S07, 1
B07, Trade, 345805.050, 79, B07, S00, 1
B07, Trade, 345857.017, 79, B07, S01, 1
B07, Trade, 346008.067, 79, B07, S02, 1
B07, Trade, 346415.017, 79, B07, S07, 1
B07, Trade, 346555.833, 74, B07, S02, 1
B07, Trade, 347652.800, 79, B07, S00, 1
B07, Trade, 347686.533, 79, B07, S00, 1
B07, Trade, 347723.683, 79, B07, S00, 1
B07, Trade, 347844.333, 79, B07, S07, 1
B07, Trade, 348275.200, 79, B07, S00, 1
B07, Trade, 348463.250, 79, B07, S00, 1
B07, Trade, 348789.383, 79, B07, S06, 1
B07, Trade, 349777.250, 79, B07, S02, 1
B07, Trade, 350005.883, 79, B07, S00, 1
B07, Trade, 350130.133, 79, B07, S02, 1
B07, Trade, 350677.550, 79, B07, S00, 1
B07, Trade, 351634.950, 79, B07, S06, 1
B07, Trade, 352047.017, 79, B07, S07, 1
B07, Trade, 352448.083, 79, B07, S05, 1
B07, Trade, 352456.667, 79, B07, S06, 1
B07, Trade, 352906.733, 79, B07, S01, 1
B07, Trade, 356547.017, 79, B07, S07, 1
B07, Trade, 356662.283, 79, B07, S01, 1
B07, Trade, 357546.433, 79, B07, S01, 1
B07, Trade, 361139.400, 79, B07, S02, 1
B07, Trade, 361173.617, 77, B07, S06, 1
B07, Trade, 362972.900, 78, B07, S02, 1
B07, Trade, 364234.450, 79, B07, S02, 1
B07, Trade, 366556.767, 71, B07, S02, 1
B07, Trade, 367358.483, 79, B07, S01, 1
B07, Trade, 367657.100, 79, B07, S06, 1
B07, Trade, 368250.817, 79, B07, S05, 1
B07, Trade, 369083.767, 79, B07, S02, 1
B07, Trade, 369486.200, 79, B07, S06, 1
B07, Trade, 369675.250, 79, B07, S07, 1
B07, Trade, 370203.667, 79, B07, S02, 1
B07, Trade, 370656.700, 79, B07, S06, 1
B07, Trade, 370673.967, 79, B07, S01, 1
B07, Trade, 371085.350, 79, B07, S07, 1
B07, Trade, 371925.950, 79, B07, S05, 1
B07, Trade, 372265.167, 79, B07, S01, 1
B07, Trade, 372590.850, 79, B07, S06, 1
B07, Trade, 372680.600, 79, B07, S01, 1
B07, Trade, 372822.050, 79, B07, S02, 1
B07, Trade, 373226.633, 79, B07, S05, 1
B07, Trade, 373716.183, 79, B07, S07, 1
B07, Trade, 373915.367, 79, B07, S05, 1
B07, Trade, 374020.183, 79, B07, S06, 1
B07, Trade, 374041.200, 79, B07, S02, 1
B07, Trade, 374688.967, 79, B07, S04, 1
B07, Trade, 374780.067, 79, B07, S04, 1
B07, Trade, 374901.200, 79, B07, S01, 1
B07, Trade, 375022.433, 79, B07, S02, 1
B07, Trade, 377129.317, 79, B07, S04, 1
B07, Trade, 379256.883, 79, B07, S04, 1
B07, Trade, 389622.833, 79, B07, S00, 1
B07, Trade, 389649.667, 78, B07, S00, 1
B07, Trade, 391527.000, 77, B07, S02, 1
B07, Trade, 393513.450, 79, S07, B07, 1
B07, Trade, 398058.200, 79, B07, S01, 1
B07, Trade, 401075.133, 77, B07, S02, 1
B07, Trade, 402110.983, 79, B07, S07, 1
B07, Trade, 417730.533, 79, B07, S04, 1
B07, Trade, 418191.533, 79, B07, S01, 1
B07, Trade, 418540.800, 79, B07, S00, 1
B07, Trade, 418599.633, 79, B07, S01, 1
B07, Trade, 418837.317, 79, B07, S01, 1
B07, Trade, 419528.350, 79, B07, S04, 1
B07, Trade, 419981.000, 79, B07, S01, 1
B07, Trade, 421011.700, 79, B07, S01, 1
B07, Trade, 422241.933, 79, B07, S07, 1
B07, Trade, 423210.550, 79, B07, S04, 1
B07, Trade, 423451.800, 78, B07, S04, 1
B07, Trade, 424021.767, 78, B07, S01, 1
B08, 100
