B00, 0
B01, 0
B02, 0
B03, 0
B04, 11
B04, Trade, 24554.417, 70, B04, S00, 1
B04, Trade, 133605.333, 67, B04, S01, 1
B04, Trade, 151776.417, 71, B04, S00, 1
B04, Trade, 159190.583, 71, B04, S01, 1
B04, Trade, 161500.467, 71, B04, S01, 1
B04, Trade, 257424.450, 71, B04, S04, 1
B04, Trade, 311866.550, 67, B04, S01, 1
B04, Trade, 360241.450, 70, B04, S01, 1
B04, Trade, 360871.300, 71, B04, S02, 1
B04, Trade, 372571.817, 70, B04, S01, 1
B04, Trade, 395018.817, 71, B04, S04, 1
B05, 12
B05, Trade, 27797.900, 72, B05, S00, 1
B05, Trade, 70385.683, 70, B05, S01, 1
B05, Trade, 274681.717, 73, B05, S01, 1
B05, Trade, 274894.483, 73, B05, S03, 1
B05, Trade, 276264.167, 73, B05, S03, 1
B05, Trade, 279746.033, 73, B05, S01, 1
B05, Trade, 325391.900, 73, B05, S01, 1
B05, Trade, 343886.150, 73, B05, S01, 1
B05, Trade, 404993.750, 71, B05, S00, 1
B05, Trade, 407766.483, 71, B05, S04, 1
B05, Trade, 408094.017, 71, B05, S02, 1
B05, Trade, 430704.117, 72, B05, S01, 1
B06, 71
B06, Trade, 25722.583, 76, B06, S01, 1
B06, Trade, 26169.583, 76, B06, S01, 1
B06, Trade, 29712.017, 76, B06, S05, 1
B06, Trade, 31324.017, 76, B06, S02, 1
B06, Trade, 70951.000, 75, B06, S01, 1
B06, Trade, 81001.283, 76, B06, S01, 1
B06, Trade, 82298.250, 76, B06, S01, 1
B06, Trade, 82872.117, 76, B06, S03, 1
B06, Trade, 86257.667, 76, B06, S01, 1
B06, Trade, 143615.967, 76, B06, S04, 1
B06, Trade, 155117.267, 76, B06, S02, 1
B06, Trade, 193760.333, 72, B06, S01, 1
B06, Trade, 220170.250, 76, B06, S00, 1
B06, Trade, 231431.867, 76, B06, S06, 1
B06, Trade, 231768.617, 76, B06, S06, 1
B06, Trade, 232300.517, 76, B06, S01, 1
B06, Trade, 233257.533, 76, B06, S00, 1
B06, Trade, 234849.583, 76, B06, S06, 1
B06, Trade, 235007.067, 76, B06, S06, 1
B06, Trade, 235438.633, 76, B06, S01, 1
B06, Trade, 241352.917, 76, B06, S02, 1
B06, Trade, 252006.200, 71, B06, S00, 1
B06, Trade, 252450.650, 75, B06, S01, 1
B06, Trade, 268790.983, 75, B06, S03, 1
B06, Trade, 270317.733, 76, B06, S01, 1
B06, Trade, 272240.967, 74, B06, S00, 1
B06, Trade, 272838.783, 76, B06, S00, 1
B06, Trade, 273241.383, 76, B06, S04, 1
B06, Trade, 283399.650, 76, B06, S01, 1
B06, Trade, 284771.533, 76, B06, S01, 1
B06, Trade, 290158.067, 76, B06, S01, 1
B06, Trade, 291316.383, 76, B06, S06, 1
B06, Trade, 292958.283, 76, B06, S01, 1
B06, Trade, 293970.167, 76, B06, S01, 1
B06, Trade, 303269.833, 76, B06, S00, 1
B06, Trade, 305181.167, 76, B06, S00, 1
B06, Trade, 305915.517, 76, B06, S00, 1
B06, Trade, 306444.467, 76, B06, S06, 1
B06, Trade, 307233.517, 76, B06, S04, 1
B06, Trade, 307333.733, 76, B06, S04, 1
B06, Trade, 307567.500, 76, B06, S04, 1
B06, Trade, 308290.833, 76, B06, S01, 1
B06, Trade, 308496.000, 76, B06, S04, 1
B06, Trade, 309575.167, 76, B06, S00, 1
B06, Trade, 310058.350, 74, B06, S01, 1
B06, Trade, 316077.633, 75, B06, S01, 1
B06, Trade, 332068.583, 76, B06, S02, 1
B06, Trade, 332449.350, 76, B06, S02, 1
B06, Trade, 334948.800, 76, B06, S02, 1
B06, Trade, 336379.083, 76, B06, S03, 1
B06, Trade, 336388.083, 76, B06, S00, 1
B06, Trade, 336878.167, 75, B06, S01, 1
B06, Trade, 337588.567, 76, B06, S05, 1
B06, Trade, 353081.333, 71, B06, S02, 1
B06, Trade, 357195.950, 76, S02, B06, 1
B06, Trade, 360072.283, 74, B06, S03, 1
B06, Trade, 366810.500, 76, B06, S01, 1
B06, Trade, 389181.433, 76, B06, S04, 1
B06, Trade, 389800.533, 76, B06, S04, 1
B06, Trade, 390216.933, 76, B06, S00, 1
B06, Trade, 391419.300, 76, B06, S04, 1
B06, Trade, 391689.267, 75, B06, S03, 1
B06, Trade, 391825.617, 76, B06, S01, 1
B06, Trade, 392684.850, 76, B06, S04, 1
B06, Trade, 392811.150, 76, B06, S01, 1
B06, Trade, 392964.683, 75, B06, S01, 1
B06, Trade, 393539.600, 76, B06, S03, 1
B06, Trade, 394082.533, 76, B06, S04, 1
B06, Trade, 394538.717, 73, B06, S03, 1
B06, Trade, 398006.433, 76, B06, S03, 1
B06, Trade, 400745.650, 76, B06, S00, 1
B07, 100
B07, Trade, 364697.817, 78, B07, S03, 1
B07, Trade, 364932.067, 79, B07, S03, 1
B07, Trade, 366909.517, 79, B07, S01, 1
B07, Trade, 367259.583, 79, B07, S00, 1
B07, Trade, 367373.883, 79, B07, S07, 1
B07, Trade, 367765.983, 78, B07, S01, 1
B07, Trade, 368594.467, 79, B07, S02, 1
B07, Trade, 368654.700, 79, B07, S01, 1
B07, Trade, 369984.100, 78, B07, S06, 1
B07, Trade, 371021.500, 79, B07, S00, 1
B07, Trade, 371076.433, 78, B07, S01, 1
B07, Trade, 371086.467, 78, B07, S05, 1
B07, Trade, 371420.517, 79, B07, S01, 1
B07, Trade, 371918.250, 78, B07, S04, 1
B07, Trade, 372300.500, 79, B07, S01, 1
B07, Trade, 372570.950, 78, B07, S03, 1
B07, Trade, 373488.667, 79, B07, S07, 1
B07, Trade, 375840.300, 79, B07, S01, 1
B07, Trade, 376150.967, 77, B07, S02, 1
B07, Trade, 376811.000, 79, B07, S03, 1
B07, Trade, 377265.600, 79, B07, S07, 1
B07, Trade, 377371.967, 77, B07, S02, 1
B07, Trade, 377650.067, 79, B07, S03, 1
B07, Trade, 377874.950, 79, B07, S02, 1
B07, Trade, 378611.983, 78, B07, S01, 1
B07, Trade, 378629.550, 75, B07, S01, 1
B07, Trade, 379583.600, 79, B07, S00, 1
B07, Trade, 380851.850, 78, B07, S00, 1
B07, Trade, 381333.233, 79, B07, S03, 1
B07, Trade, 383200.717, 77, B07, S00, 1
B07, Trade, 388817.283, 78, B07, S04, 1
B07, Trade, 388856.717, 78, B07, S01, 1
B07, Trade, 388945.867, 78, B07, S00, 1
B07, Trade, 389518.983, 79, B07, S04, 1
B07, Trade, 389661.167, 77, B07, S01, 1
B07, Trade, 389875.933, 79, B07, S00, 1
B07, Trade, 389945.867, 78, B07, S03, 1
B07, Trade, 389964.083, 78, B07, S01, 1
B07, Trade, 390587.883, 77, B07, S04, 1
B07, Trade, 390605.267, 76, B07, S00, 1
B07, Trade, 390836.150, 79, B07, S01, 1
B07, Trade, 391204.617, 79, B07, S03, 1
B07, Trade, 391371.967, 78, B07, S00, 1
B07, Trade, 391847.700, 79, B07, S04, 1
B07, Trade, 392169.083, 79, B07, S00, 1
B07, Trade, 392408.900, 78, S01, B07, 1
B07, Trade, 392559.000, 78, B07, S04, 1
B07, Trade, 392810.500, 79, B07, S07, 1
B07, Trade, 393095.567, 78, B07, S01, 1
B07, Trade, 393348.433, 79, B07, S04, 1
B07, Trade, 393591.650, 78, B07, S04, 1
B07, Trade, 393770.233, 78, B07, S01, 1
B07, Trade, 393847.700, 77, B07, S00, 1
B07, Trade, 394605.733, 78, B07, S00, 1
B07, Trade, 394661.050, 79, B07, S03, 1
B07, Trade, 395218.300, 76, B07, S04, 1
B07, Trade, 395248.000, 78, B07, S01, 1
B07, Trade, 395291.117, 79, B07, S01, 1
B07, Trade, 395941.617, 78, B07, S06, 1
B07, Trade, 398471.117, 79, B07, S06, 1
B07, Trade, 403287.883, 78, B07, S04, 1
B07, Trade, 404148.567, 79, B07, S02, 1
B07, Trade, 404233.217, 77, B07, S04, 1
B07, Trade, 404246.400, 77, B07, S04, 1
B07, Trade, 404301.367, 78, B07, S02, 1
B07, Trade, 404313.133, 77, B07, S04, 1
B07, Trade, 404495.450, 79, B07, S01, 1
B07, Trade, 404629.267, 76, B07, S03, 1
B07, Trade, 404706.800, 76, B07, S01, 1
B07, Trade, 404991.900, 78, B07, S04, 1
B07, Trade, 405256.400, 78, B07, S04, 1
B07, Trade, 405743.833, 79, B07, S04, 1
B07, Trade, 405810.833, 78, S04, B07, 1
B07, Trade, 406429.517, 79, B07, S05, 1
B07, Trade, 406708.467, 79, B07, S06, 1
B07, Trade, 406747.133, 72, B07, S04, 1
B07, Trade, 406845.917, 79, B07, S01, 1
B07, Trade, 406879.283, 79, B07, S04, 1
B07, Trade, 406955.333, 79, B07, S01, 1
B07, Trade, 407511.583, 74, B07, S02, 1
B07, Trade, 407518.283, 78, B07, S01, 1
B07, Trade, 407625.817, 76, B07, S01, 1
B07, Trade, 407767.567, 78, B07, S04, 1
B07, Trade, 407776.050, 79, B07, S02, 1
B07, Trade, 407941.583, 76, B07, S02, 1
B07, Trade, 407988.000, 79, B07, S03, 1
B07, Trade, 408434.183, 79, B07, S00, 1
B07, Trade, 409146.767, 79, B07, S04, 1
B07, Trade, 409781.550, 79, B07, S02, 1
B07, Trade, 412077.817, 79, B07, S01, 1
B07, Trade, 413290.200, 76, B07, S03, 1
B07, Trade, 414331.050, 79, B07, S01, 1
B07, Trade, 416031.017, 79, B07, S03, 1
B07, Trade, 417499.000, 79, B07, S01, 1
B07, Trade, 420750.167, 79, B07, S00, 1
B07, Trade, 421125.000, 74, B07, S00, 1
B07, Trade, 421918.517, 77, B07, S01, 1
B07, Trade, 423231.200, 76, B07, S00, 1
B07, Trade, 423683.767, 79, B07, S00, 1
B07, Trade, 424192.950, 78, B07, S01, 1
B08, 100
B08, Trade, 166571.100, 79, B08, S00, 1
B08, Trade, 169713.667, 77, S04, B08, 1
B08, Trade, 170712.933, 82, B08, S04, 1
B08, Trade, 174543.483, 81, B08, S06, 1
B08, Trade, 174747.933, 81, B08, S06, 1
B08, Trade, 177583.467, 80, B08, S06, 1
B08, Trade, 178599.883, 81, B08, S03, 1
B08, Trade, 179362.133, 80, B08, S03, 1
B08, Trade, 187579.667, 80, B08, S03, 1
B08, Trade, 189343.517, 80, B08, S06, 1
B08, Trade, 190278.367, 78, B08, S03, 1
B08, Trade, 191865.083, 82, B08, S01, 1
B08, Trade, 192923.200, 80, B08, S06, 1
B08, Trade, 202763.533, 76, B08, S04, 1
B08, Trade, 203321.817, 82, B08, S03, 1
B08, Trade, 203774.183, 68, B08, S03, 1
B08, Trade, 205930.400, 78, B08, S06, 1
B08, Trade, 206084.733, 78, B08, S03, 1
B08, Trade, 206643.217, 82, B08, S01, 1
B08, Trade, 207581.317, 80, B08, S07, 1
B08, Trade, 208648.417, 81, B08, S07, 1
B08, Trade, 218279.717, 80, B08, S06, 1
B08, Trade, 221966.817, 76, B08, S04, 1
B08, Trade, 231541.583, 81, B08, S06, 1
B08, Trade, 232314.083, 80, S07, B08, 1
B08, Trade, 232503.883, 82, B08, S00, 1
B08, Trade, 232604.483, 80, S06, B08, 1
B08, Trade, 234318.017, 81, B08, S06, 1
B08, Trade, 234533.750, 82, B08, S01, 1
B08, Trade, 234662.033, 81, B08, S01, 1
B08, Trade, 234829.500, 81, B08, S07, 1
B08, Trade, 236869.083, 80, S07, B08, 1
B08, Trade, 252160.217, 79, B08, S01, 1
B08, Trade, 252269.750, 80, B08, S07, 1
B08, Trade, 252344.717, 80, B08, S03, 1
B08, Trade, 252508.917, 80, B08, S03, 1
B08, Trade, 254981.217, 75, B08, S01, 1
B08, Trade, 255259.717, 80, B08, S04, 1
B08, Trade, 255742.567, 80, B08, S04, 1
B08, Trade, 256371.400, 80, B08, S04, 1
B08, Trade, 256677.483, 81, B08, S07, 1
B08, Trade, 256987.917, 77, B08, S01, 1
B08, Trade, 258327.733, 79, B08, S00, 1
B08, Trade, 258887.433, 80, B08, S01, 1
B08, Trade, 259747.617, 73, B08, S04, 1
B08, Trade, 259962.300, 74, B08, S01, 1
B08, Trade, 260719.450, 79, B08, S06, 1
B08, Trade, 261293.450, 77, B08, S01, 1
B08, Trade, 264853.683, 79, S06, B08, 1
B08, Trade, 264937.400, 77, B08, S00, 1
B08, Trade, 272046.867, 82, B08, S02, 1
B08, Trade, 273433.167, 81, B08, S04, 1
B08, Trade, 280360.350, 81, B08, S06, 1
B08, Trade, 289118.317, 81, B08, S03, 1
B08, Trade, 289541.733, 81, B08, S05, 1
B08, Trade, 289623.783, 78, B08, S05, 1
B08, Trade, 290015.867, 81, B08, S01, 1
B08, Trade, 292177.367, 80, B08, S03, 1
B08, Trade, 293509.433, 81, B08, S01, 1
B08, Trade, 296934.733, 80, B08, S03, 1
B08, Trade, 305322.183, 77, B08, S04, 1
B08, Trade, 307355.300, 80, B08, S04, 1
B08, Trade, 312966.517, 70, B08, S01, 1
B08, Trade, 317558.317, 82, B08, S04, 1
B08, Trade, 319862.767, 80, S07, B08, 1
B08, Trade, 321951.250, 82, B08, S04, 1
B08, Trade, 331446.317, 76, B08, S02, 1
B08, Trade, 331978.317, 81, B08, S06, 1
B08, Trade, 332271.550, 81, B08, S02, 1
B08, Trade, 333576.833, 77, B08, S06, 1
B08, Trade, 333990.917, 82, B08, S05, 1
B08, Trade, 334308.550, 79, B08, S01, 1
B08, Trade, 336039.517, 79, B08, S02, 1
B08, Trade, 336601.633, 79, S00, B08, 1
B08, Trade, 356196.533, 81, B08, S07, 1
B08, Trade, 358148.567, 79, S07, B08, 1
B08, Trade, 359407.550, 82, B08, S00, 1
B08, Trade, 363387.200, 78, B08, S01, 1
B08, Trade, 365438.800, 76, B08, S03, 1
B08, Trade, 367125.567, 76, B08, S01, 1
B08, Trade, 374910.133, 82, B08, S06, 1
B08, Trade, 376039.400, 77, B08, S01, 1
B08, Trade, 378201.217, 79, S06, B08, 1
B08, Trade, 378727.367, 75, B08, S02, 1
B08, Trade, 380734.033, 78, B08, S03, 1
B08, Trade, 389322.183, 81, B08, S04, 1
B08, Trade, 392219.217, 77, B08, S04, 1
B08, Trade, 394039.933, 80, B08, S02, 1
B08, Trade, 401569.850, 81, B08, S07, 1
B08, Trade, 404118.633, 80, B08, S04, 1
B08, Trade, 404400.300, 81, B08, S06, 1
B08, Trade, 405152.183, 81, B08, S07, 1
B08, Trade, 406104.950, 81, B08, S04, 1
B08, Trade, 406854.017, 80, S07, B08, 1
B08, Trade, 409178.483, 75, B08, S04, 1
B08, Trade, 409321.967, 79, B08, S07, 1
B08, Trade, 409967.650, 79, B08, S04, 1
B08, Trade, 412501.300, 79, B08, S01, 1
B08, Trade, 412817.167, 82, B08, S07, 1
B08, Trade, 431711.800, 77, B08, S01, 1
B09, 100
B09, Trade, 413051.750, 82, B09, S00, 1
B09, Trade, 413288.783, 84, B09, S03, 1
B09, Trade, 413854.800, 84, B09, S07, 1
B09, Trade, 414947.167, 84, B09, S05, 1
B09, Trade, 415026.917, 82, B09, S03, 1
B09, Trade, 415268.350, 82, B09, S07, 1
B09, Trade, 415323.900, 84, B09, S03, 1
B09, Trade, 415411.333, 84, B09, S06, 1
B09, Trade, 415810.833, 83, B09, S01, 1
B09, Trade, 416028.350, 80, B09, S01, 1
B09, Trade, 416228.967, 83, B09, S07, 1
B09, Trade, 416494.700, 82, S03, B09, 1
B09, Trade, 416985.017, 81, B09, S06, 1
B09, Trade, 417057.550, 84, B09, S00, 1
B09, Trade, 417499.583, 84, B09, S00, 1
B09, Trade, 417512.550, 80, B09, S05, 1
B09, Trade, 417814.533, 83, B09, S03, 1
B09, Trade, 418016.250, 82, B09, S06, 1
B09, Trade, 419667.800, 83, B09, S02, 1
B09, Trade, 419713.050, 84, B09, S01, 1
B09, Trade, 421170.983, 82, B09, S02, 1
B09, Trade, 421920.450, 80, B09, S00, 1
B09, Trade, 422401.633, 83, B09, S00, 1
B09, Trade, 422513.883, 80, B09, S06, 1
B09, Trade, 423169.467, 84, B09, S00, 1
B09, Trade, 423338.117, 84, B09, S01, 1
B09, Trade, 423668.200, 83, B09, S02, 1
B09, Trade, 424803.783, 83, B09, S01, 1
B09, Trade, 424839.650, 80, B09, S01, 1
B09, Trade, 424868.800, 84, B09, S06, 1
B09, Trade, 424899.817, 81, B09, S07, 1
B09, Trade, 425050.450, 84, B09, S03, 1
B09, Trade, 425106.933, 84, B09, S06, 1
B09, Trade, 425402.200, 84, B09, S03, 1
B09, Trade, 425470.400, 79, B09, S03, 1
B09, Trade, 425517.250, 82, B09, S03, 1
B09, Trade, 425713.550, 83, B09, S07, 1
B09, Trade, 425761.200, 81, B09, S05, 1
B09, Trade, 425992.500, 84, B09, S07, 1
B09, Trade, 426069.617, 84, B09, S06, 1
B09, Trade, 426198.933, 82, B09, S03, 1
B09, Trade, 426291.717, 84, B09, S01, 1
B09, Trade, 426438.667, 83, B09, S01, 1
B09, Trade, 426613.533, 83, B09, S03, 1
B09, Trade, 426649.750, 82, B09, S01, 1
B09, Trade, 426699.367, 82, B09, S06, 1
B09, Trade, 426880.000, 81, B09, S07, 1
B09, Trade, 427040.133, 82, B09, S03, 1
B09, Trade, 427118.583, 83, B09, S06, 1
B09, Trade, 427154.750, 83, B09, S01, 1
B09, Trade, 427175.350, 82, S07, B09, 1
B09, Trade, 427322.867, 83, B09, S00, 1
B09, Trade, 427705.083, 84, B09, S01, 1
B09, Trade, 427746.650, 83, B09, S01, 1
B09, Trade, 427992.100, 82, B09, S01, 1
B09, Trade, 428009.400, 81, B09, S00, 1
B09, Trade, 428088.317, 81, B09, S01, 1
B09, Trade, 428251.017, 80, B09, S01, 1
B09, Trade, 428376.533, 84, B09, S03, 1
B09, Trade, 428405.717, 84, B09, S07, 1
B09, Trade, 428431.350, 83, B09, S01, 1
B09, Trade, 428524.917, 81, B09, S00, 1
B09, Trade, 428592.917, 83, B09, S07, 1
B09, Trade, 428620.900, 83, B09, S07, 1
B09, Trade, 428811.233, 83, B09, S01, 1
B09, Trade, 429026.350, 79, B09, S00, 1
B09, Trade, 429233.933, 84, B09, S07, 1
B09, Trade, 429325.017, 84, B09, S01, 1
B09, Trade, 429413.817, 84, S07, B09, 1
B09, Trade, 429522.833, 84, B09, S07, 1
B09, Trade, 429660.250, 83, B09, S06, 1
B09, Trade, 429671.800, 82, B09, S01, 1
B09, Trade, 429820.400, 84, B09, S03, 1
B09, Trade, 429834.350, 82, B09, S03, 1
B09, Trade, 429874.033, 84, B09, S01, 1
B09, Trade, 430051.017, 83, B09, S06, 1
B09, Trade, 430116.517, 81, B09, S01, 1
B09, Trade, 430143.417, 82, B09, S00, 1
B09, Trade, 430176.467, 79, B09, S01, 1
B09, Trade, 430249.800, 84, B09, S03, 1
B09, Trade, 430271.817, 82, B09, S01, 1
B09, Trade, 430459.100, 84, B09, S07, 1
B09, Trade, 430527.800, 79, B09, S05, 1
B09, Trade, 430547.517, 84, B09, S03, 1
B09, Trade, 430605.217, 84, B09, S07, 1
B09, Trade, 430684.000, 84, B09, S01, 1
B09, Trade, 431027.433, 72, B09, S01, 1
B09, Trade, 431057.467, 84, S05, B09, 1
B09, Trade, 431115.300, 83, B09, S01, 1
B09, Trade, 431315.417, 84, B09, S03, 1
B09, Trade, 431346.783, 82, B09, S07, 1
B09, Trade, 431439.483, 79, B09, S01, 1
B09, Trade, 431595.950, 82, B09, S06, 1
B09, Trade, 431622.800, 83, B09, S07, 1
B09, Trade, 431694.583, 81, B09, S01, 1
B09, Trade, 431698.133, 84, B09, S01, 1
B09, Trade, 431800.433, 81, B09, S00, 1
B09, Trade, 431823.550, 76, B09, S01, 1
B09, Trade, 431841.833, 83, B09, S07, 1
B09, Trade, 431865.517, 80, B09, S07, 1
B10, 100
B10, Trade, 416644.983, 84, B10, S06, 1
B10, Trade, 417476.333, 85, B10, S06, 1
B10, Trade, 418825.633, 85, B10, S06, 1
B10, Trade, 418978.500, 81, B10, S02, 1
B10, Trade, 419096.483, 85, B10, S00, 1
B10, Trade, 419156.917, 85, B10, S04, 1
B10, Trade, 419641.067, 86, B10, S03, 1
B10, Trade, 419794.117, 83, B10, S04, 1
B10, Trade, 420436.050, 86, B10, S07, 1
B10, Trade, 420608.750, 83, B10, S07, 1
B10, Trade, 420617.283, 82, B10, S07, 1
B10, Trade, 421626.250, 87, B10, S01, 1
B10, Trade, 421718.000, 85, B10, S09, 1
B10, Trade, 422128.950, 84, B10, S02, 1
