B00, 0
B01, 0
B02, 0
B03, 4
B03, Trade, 161262.033, 68, B03, S00, 1
B03, Trade, 163594.517, 68, B03, S01, 1
B03, Trade, 164611.650, 68, B03, S00, 1
B03, Trade, 213939.250, 68, B03, S00, 1
B04, 15
B04, Trade, 48869.533, 69, B04, S02, 1
B04, Trade, 260936.350, 71, B04, S03, 1
B04, Trade, 262073.317, 71, B04, S00, 1
B04, Trade, 265777.333, 71, B04, S00, 1
B04, Trade, 273844.267, 71, B04, S03, 1
B04, Trade, 277616.117, 71, B04, S00, 1
B04, Trade, 277952.250, 69, B04, S00, 1
B04, Trade, 279920.167, 71, B04, S03, 1
B04, Trade, 283506.900, 69, B04, S00, 1
B04, Trade, 286058.683, 69, B04, S03, 1
B04, Trade, 294318.217, 71, B04, S03, 1
B04, Trade, 397255.283, 71, B04, S00, 1
B04, Trade, 403152.150, 71, B04, S03, 1
B04, Trade, 403172.533, 71, B04, S00, 1
B04, Trade, 431204.300, 70, B04, S03, 1
B05, 59
B05, Trade, 21651.333, 71, B05, S02, 1
B05, Trade, 23148.600, 71, B05, S03, 1
B05, Trade, 24145.917, 71, B05, S02, 1
B05, Trade, 24651.633, 71, B05, S02, 1
B05, Trade, 24684.300, 69, B05, S02, 1
B05, Trade, 25764.467, 71, B05, S03, 1
B05, Trade, 25832.683, 71, B05, S03, 1
B05, Trade, 26331.133, 71, B05, S02, 1
B05, Trade, 26944.767, 71, B05, S03, 1
B05, Trade, 89421.817, 71, B05, S02, 1
B05, Trade, 91357.983, 67, S00, B05, 1
B05, Trade, 114778.533, 73, B05, S03, 1
B05, Trade, 151300.817, 73, B05, S00, 1
B05, Trade, 155161.100, 73, B05, S03, 1
B05, Trade, 155206.550, 72, B05, S00, 1
B05, Trade, 155934.150, 73, B05, S00, 1
B05, Trade, 209459.700, 73, B05, S03, 1
B05, Trade, 210112.183, 73, B05, S03, 1
B05, Trade, 210254.950, 72, B05, S03, 1
B05, Trade, 210741.700, 73, B05, S03, 1
B05, Trade, 210757.667, 73, B05, S00, 1
B05, Trade, 211299.000, 73, B05, S03, 1
B05, Trade, 212148.283, 73, B05, S00, 1
B05, Trade, 212491.833, 72, B05, S03, 1
B05, Trade, 212575.717, 73, B05, S03, 1
B05, Trade, 212884.383, 73, B05, S00, 1
B05, Trade, 213489.150, 72, B05, S00, 1
B05, Trade, 213938.567, 72, B05, S03, 1
B05, Trade, 214349.833, 73, B05, S05, 1
B05, Trade, 214423.333, 73, B05, S05, 1
B05, Trade, 214550.950, 72, B05, S03, 1
B05, Trade, 214769.167, 73, B05, S03, 1
B05, Trade, 215483.517, 73, B05, S05, 1
B05, Trade, 215590.100, 73, B05, S05, 1
B05, Trade, 215719.950, 73, B05, S01, 1
B05, Trade, 297745.167, 73, B05, S01, 1
B05, Trade, 312261.983, 73, B05, S00, 1
B05, Trade, 313287.833, 73, B05, S05, 1
B05, Trade, 315497.133, 73, B05, S05, 1
B05, Trade, 316691.917, 73, B05, S03, 1
B05, Trade, 316797.817, 73, B05, S05, 1
B05, Trade, 317676.267, 72, B05, S01, 1
B05, Trade, 346644.517, 72, B05, S01, 1
B05, Trade, 348483.750, 73, B05, S01, 1
B05, Trade, 348865.633, 73, B05, S03, 1
B05, Trade, 349302.517, 73, B05, S01, 1
B05, Trade, 361070.483, 73, B05, S04, 1
B05, Trade, 364206.067, 73, B05, S00, 1
B05, Trade, 365972.700, 73, B05, S05, 1
B05, Trade, 378481.267, 73, B05, S05, 1
B05, Trade, 390143.800, 73, B05, S04, 1
B05, Trade, 426247.983, 73, B05, S00, 1
B05, Trade, 427081.167, 73, B05, S00, 1
B05, Trade, 427999.783, 73, B05, S01, 1
B05, Trade, 429617.100, 73, B05, S00, 1
B05, Trade, 429720.717, 73, B05, S01, 1
B05, Trade, 430527.200, 73, B05, S00, 1
B05, Trade, 430871.850, 73, B05, S01, 1
B05, Trade, 431204.050, 73, B05, S00, 1
B06, 100
B06, Trade, 300333.567, 76, B06, S02, 1
B06, Trade, 300491.167, 76, B06, S03, 1
B06, Trade, 300625.450, 76, B06, S02, 1
B06, Trade, 301305.117, 76, B06, S05, 1
B06, Trade, 301567.633, 76, B06, S01, 1
B06, Trade, 310267.200, 73, B06, S05, 1
B06, Trade, 310565.783, 75, B06, S05, 1
B06, Trade, 311016.300, 74, B06, S00, 1
B06, Trade, 313591.367, 73, B06, S05, 1
B06, Trade, 317351.533, 76, B06, S00, 1
B06, Trade, 318242.933, 76, B06, S03, 1
B06, Trade, 318372.433, 76, B06, S00, 1
B06, Trade, 318422.317, 76, B06, S01, 1
B06, Trade, 319035.150, 76, B06, S01, 1
B06, Trade, 319484.600, 76, B06, S05, 1
B06, Trade, 320260.300, 76, S06, B06, 1
B06, Trade, 320299.067, 76, B06, S06, 1
B06, Trade, 320452.300, 76, B06, S01, 1
B06, Trade, 320849.467, 75, B06, S00, 1
B06, Trade, 321247.933, 76, B06, S00, 1
B06, Trade, 321801.667, 76, B06, S00, 1
B06, Trade, 322012.733, 76, B06, S03, 1
B06, Trade, 322290.500, 76, B06, S00, 1
B06, Trade, 322791.867, 76, B06, S05, 1
B06, Trade, 323199.933, 76, B06, S05, 1
B06, Trade, 323707.350, 76, B06, S02, 1
B06, Trade, 324121.933, 76, B06, S03, 1
B06, Trade, 324145.450, 76, B06, S02, 1
B06, Trade, 324787.883, 76, B06, S01, 1
B06, Trade, 324953.300, 76, B06, S02, 1
B06, Trade, 329177.683, 76, B06, S01, 1
B06, Trade, 330300.350, 76, B06, S03, 1
B06, Trade, 330766.183, 76, B06, S01, 1
B06, Trade, 345676.483, 76, B06, S03, 1
B06, Trade, 345701.867, 76, B06, S05, 1
B06, Trade, 346001.550, 76, B06, S03, 1
B06, Trade, 346117.717, 76, B06, S05, 1
B06, Trade, 346136.783, 76, B06, S02, 1
B06, Trade, 346283.717, 76, B06, S04, 1
B06, Trade, 346288.283, 76, B06, S01, 1
B06, Trade, 346410.850, 76, B06, S04, 1
B06, Trade, 346806.000, 76, B06, S05, 1
B06, Trade, 346879.233, 76, B06, S01, 1
B06, Trade, 347134.100, 75, B06, S03, 1
B06, Trade, 347213.950, 73, B06, S03, 1
B06, Trade, 347248.533, 76, B06, S01, 1
B06, Trade, 347563.483, 74, B06, S03, 1
B06, Trade, 347729.633, 76, B06, S03, 1
B06, Trade, 347813.900, 76, B06, S01, 1
B06, Trade, 347840.933, 74, B06, S04, 1
B06, Trade, 347916.433, 76, B06, S03, 1
B06, Trade, 347972.400, 76, B06, S05, 1
B06, Trade, 348294.950, 76, B06, S01, 1
B06, Trade, 348389.667, 75, B06, S02, 1
B06, Trade, 348485.233, 76, B06, S05, 1
B06, Trade, 348832.067, 76, B06, S00, 1
B06, Trade, 348866.133, 74, S05, B06, 1
B06, Trade, 349081.000, 75, B06, S01, 1
B06, Trade, 349895.100, 75, B06, S04, 1
B06, Trade, 350070.683, 76, B06, S01, 1
B06, Trade, 350222.200, 76, B06, S01, 1
B06, Trade, 350432.333, 76, B06, S04, 1
B06, Trade, 350485.983, 76, B06, S01, 1
B06, Trade, 350771.900, 76, B06, S03, 1
B06, Trade, 351017.783, 76, B06, S01, 1
B06, Trade, 351153.717, 76, B06, S03, 1
B06, Trade, 351351.367, 76, B06, S03, 1
B06, Trade, 351602.633, 76, B06, S00, 1
B06, Trade, 351672.250, 76, B06, S03, 1
B06, Trade, 351728.333, 76, B06, S05, 1
B06, Trade, 351838.817, 76, B06, S04, 1
B06, Trade, 352384.933, 75, B06, S01, 1
B06, Trade, 352455.917, 74, B06, S05, 1
B06, Trade, 352473.150, 75, B06, S02, 1
B06, Trade, 352502.783, 76, B06, S05, 1
B06, Trade, 352679.867, 76, B06, S05, 1
B06, Trade, 352735.533, 76, B06, S05, 1
B06, Trade, 352760.883, 74, B06, S03, 1
B06, Trade, 369410.917, 76, B06, S02, 1
B06, Trade, 380853.283, 76, S06, B06, 1
B06, Trade, 389259.000, 76, B06, S01, 1
B06, Trade, 391426.000, 76, B06, S03, 1
B06, Trade, 391621.467, 76, B06, S03, 1
B06, Trade, 394497.367, 76, B06, S02, 1
B06, Trade, 403464.100, 76, B06, S06, 1
B06, Trade, 403475.983, 76, B06, S06, 1
B06, Trade, 404892.100, 76, B06, S02, 1
B06, Trade, 405534.117, 76, B06, S03, 1
B06, Trade, 407774.600, 76, B06, S01, 1
B06, Trade, 408039.200, 76, B06, S02, 1
B06, Trade, 408564.117, 76, B06, S03, 1
B06, Trade, 408625.850, 76, B06, S02, 1
B06, Trade, 408767.133, 76, B06, S04, 1
B06, Trade, 410305.133, 76, B06, S01, 1
B06, Trade, 415788.450, 76, B06, S00, 1
B06, Trade, 418792.483, 76, B06, S00, 1
B06, Trade, 421640.817, 76, B06, S06, 1
B06, Trade, 424366.567, 76, B06, S01, 1
B06, Trade, 426603.567, 75, B06, S01, 1
B06, Trade, 430026.417, 76, S06, B06, 1
B07, 100
B07, Trade, 406813.750, 78, B07, S06, 1
B07, Trade, 406970.917, 78, B07, S00, 1
B07, Trade, 407040.483, 79, B07, S00, 1
B07, Trade, 407196.567, 79, B07, S00, 1
B07, Trade, 407568.100, 78, B07, S03, 1
B07, Trade, 407645.167, 79, B07, S02, 1
B07, Trade, 407710.050, 78, B07, S02, 1
B07, Trade, 407885.367, 79, B07, S00, 1
B07, Trade, 407988.817, 79, B07, S02, 1
B07, Trade, 408037.817, 79, B07, S06, 1
B07, Trade, 408402.067, 79, B07, S06, 1
B07, Trade, 408483.750, 78, B07, S04, 1
B07, Trade, 408563.967, 79, B07, S00, 1
B07, Trade, 408835.600, 79, B07, S02, 1
B07, Trade, 408872.217, 79, B07, S01, 1
B07, Trade, 408948.333, 79, B07, S06, 1
B07, Trade, 409264.650, 79, B07, S06, 1
B07, Trade, 409414.383, 79, B07, S06, 1
B07, Trade, 409423.017, 79, B07, S02, 1
B07, Trade, 409465.867, 79, B07, S01, 1
B07, Trade, 409506.667, 78, B07, S06, 1
