B00, 0
B01, 0
B02, 0
B03, 5
B03, Trade, 130528.333, 68, B03, S02, 1
B03, Trade, 130940.117, 68, B03, S00, 1
B03, Trade, 132390.783, 68, B03, S00, 1
B03, Trade, 135627.517, 68, B03, S00, 1
B03, Trade, 136708.800, 68, B03, S00, 1
B04, 2
B04, Trade, 129659.900, 69, B04, S02, 1
B04, Trade, 130133.383, 71, B04, S02, 1
B05, 19
B05, Trade, 46238.383, 73, B05, S00, 1
B05, Trade, 47579.900, 73, B05, S00, 1
B05, Trade, 48433.500, 73, B05, S00, 1
B05, Trade, 71889.400, 72, B05, S02, 1
B05, Trade, 94160.183, 73, B05, S02, 1
B05, Trade, 116337.833, 73, B05, S02, 1
B05, Trade, 119448.517, 73, B05, S02, 1
B05, Trade, 121279.617, 73, B05, S05, 1
B05, Trade, 173229.033, 73, B05, S05, 1
B05, Trade, 177241.567, 73, B05, S02, 1
B05, Trade, 201903.650, 73, B05, S04, 1
B05, Trade, 205812.200, 73, B05, S04, 1
B05, Trade, 206276.233, 73, B05, S04, 1
B05, Trade, 206392.100, 73, B05, S01, 1
B05, Trade, 261592.150, 73, B05, S05, 1
B05, Trade, 266061.367, 73, B05, S04, 1
B05, Trade, 317036.783, 73, B05, S05, 1
B05, Trade, 318625.750, 73, B05, S02, 1
B05, Trade, 429823.367, 73, B05, S02, 1
B06, 52
B06, Trade, 27443.617, 76, B06, S00, 1
B06, Trade, 37192.567, 76, B06, S05, 1
B06, Trade, 66727.083, 76, B06, S05, 1
B06, Trade, 68985.967, 75, B06, S05, 1
B06, Trade, 69539.050, 73, B06, S00, 1
B06, Trade, 72820.000, 76, B06, S01, 1
B06, Trade, 73823.550, 76, B06, S01, 1
B06, Trade, 76001.633, 76, B06, S05, 1
B06, Trade, 77658.567, 76, B06, S06, 1
B06, Trade, 78588.483, 76, B06, S01, 1
B06, Trade, 87637.150, 76, B06, S02, 1
B06, Trade, 118442.650, 75, B06, S05, 1
B06, Trade, 130743.450, 73, S03, B06, 1
B06, Trade, 133369.083, 72, B06, S00, 1
B06, Trade, 133955.450, 76, B06, S05, 1
B06, Trade, 198266.250, 75, B06, S02, 1
B06, Trade, 218350.500, 76, B06, S05, 1
B06, Trade, 219222.633, 76, B06, S04, 1
B06, Trade, 220841.883, 76, B06, S04, 1
B06, Trade, 221552.950, 76, B06, S00, 1
B06, Trade, 221811.233, 75, B06, S05, 1
B06, Trade, 232752.350, 75, B06, S02, 1
B06, Trade, 241086.817, 76, B06, S00, 1
B06, Trade, 242571.450, 76, B06, S01, 1
B06, Trade, 242658.950, 75, B06, S02, 1
