B00, 0
B01, 0
B02, 2
B02, Trade, 68141.000, 65, B02, S01, 1
B02, Trade, 162516.233, 64, B02, S01, 1
B03, 0
B04, 0
B05, 0
B06, 9
B06, Trade, 247.517, 74, B06, S02, 1
B06, Trade, 320.233, 76, B06, S01, 1
B06, Trade, 1646.667, 75, B06, S05, 1
B06, Trade, 2779.783, 76, B06, S00, 1
B06, Trade, 3154.883, 76, B06, S03, 1
B06, Trade, 20142.383, 76, B06, S01, 1
B06, Trade, 96308.417, 76, B06, S02, 1
B06, Trade, 148093.133, 75, B06, S00, 1
B06, Trade, 279940.917, 75, B06, S04, 1
B07, 30
B07, Trade, 726.967, 75, B07, S01, 1
B07, Trade, 4501.283, 76, B07, S00, 1
B07, Trade, 6619.917, 76, B07, S02, 1
B07, Trade, 14548.617, 76, B07, S02, 1
B07, Trade, 15957.067, 79, B07, S01, 1
B07, Trade, 16304.750, 79, B07, S02, 1
B07, Trade, 16822.400, 78, B07, S01, 1
B07, Trade, 17799.583, 77, B07, S00, 1
B07, Trade, 18135.417, 79, B07, S02, 1
B07, Trade, 18388.667, 77, B07, S01, 1
B07, Trade, 18437.983, 78, B07, S01, 1
B07, Trade, 20175.483, 78, B07, S00, 1
B07, Trade, 21130.000, 78, B07, S03, 1
B07, Trade, 27003.850, 72, B07, S01, 1
B07, Trade, 43808.550, 79, B07, S02, 1
B07, Trade, 115269.117, 79, B07, S01, 1
B07, Trade, 121473.350, 77, B07, S04, 1
B07, Trade, 128710.383, 78, B07, S01, 1
B07, Trade, 130064.083, 79, B07, S01, 1
B07, Trade, 159059.083, 78, B07, S02, 1
B07, Trade, 160084.417, 76, B07, S05, 1
B07, Trade, 160946.883, 78, B07, S03, 1
B07, Trade, 161175.317, 78, B07, S02, 1
B07, Trade, 167108.533, 78, B07, S01, 1
B07, Trade, 172734.633, 78, B07, S05, 1
B07, Trade, 236995.783, 76, B07, S02, 1
B07, Trade, 244243.417, 78, B07, S02, 1
B07, Trade, 265619.517, 79, B07, S01, 1
B07, Trade, 290310.850, 79, B07, S01, 1
B07, Trade, 404941.383, 77, B07, S01, 1
B08, 100
B08, Trade, 127374.750, 81, B08, S03, 1
B08, Trade, 127665.017, 81, S03, B08, 1
B08, Trade, 128147.467, 82, B08, S02, 1
B08, Trade, 129034.967, 80, B08, S01, 1
B08, Trade, 129196.867, 77, B08, S05, 1
B08, Trade, 131498.033, 82, B08, S04, 1
B08, Trade, 138946.150, 78, B08, S00, 1
B08, Trade, 139511.600, 82, B08, S02, 1
B08, Trade, 143390.000, 81, B08, S01, 1
B08, Trade, 148700.483, 82, B08, S04, 1
B08, Trade, 151534.300, 81, B08, S02, 1
B08, Trade, 151613.217, 82, B08, S03, 1
B08, Trade, 151980.783, 81, B08, S02, 1
B08, Trade, 152224.117, 81, B08, S04, 1
B08, Trade, 152270.633, 82, B08, S03, 1
B08, Trade, 152405.333, 81, B08, S05, 1
B08, Trade, 152598.150, 80, B08, S02, 1
B08, Trade, 152812.433, 81, B08, S02, 1
B08, Trade, 153798.033, 78, B08, S02, 1
B08, Trade, 154123.883, 82, B08, S05, 1
B08, Trade, 154130.200, 82, B08, S04, 1
B08, Trade, 154335.450, 78, B08, S01, 1
B08, Trade, 154793.383, 82, B08, S03, 1
B08, Trade, 155667.950, 82, B08, S01, 1
B08, Trade, 156254.300, 79, B08, S02, 1
B08, Trade, 157927.267, 82, B08, S02, 1
B08, Trade, 160440.017, 77, B08, S01, 1
B08, Trade, 163788.367, 81, B08, S03, 1
B08, Trade, 165594.383, 80, B08, S03, 1
B08, Trade, 165769.100, 81, B08, S01, 1
B08, Trade, 167595.000, 81, B08, S05, 1
B08, Trade, 170099.583, 82, B08, S05, 1
B08, Trade, 170406.633, 79, B08, S02, 1
B08, Trade, 171938.050, 80, B08, S01, 1
B08, Trade, 177734.100, 82, B08, S03, 1
B08, Trade, 185920.333, 82, B08, S04, 1
B08, Trade, 194299.200, 82, B08, S01, 1
B08, Trade, 202240.800, 82, B08, S02, 1
B08, Trade, 207293.867, 80, B08, S05, 1
B08, Trade, 208970.317, 82, B08, S01, 1
B08, Trade, 210180.433, 82, B08, S05, 1
B08, Trade, 210436.717, 81, B08, S01, 1
B08, Trade, 215509.150, 81, B08, S01, 1
B08, Trade, 233328.067, 82, B08, S02, 1
B08, Trade, 238388.550, 80, B08, S01, 1
B08, Trade, 238991.567, 82, B08, S02, 1
B08, Trade, 246528.067, 80, B08, S03, 1
B08, Trade, 249049.167, 81, B08, S03, 1
B08, Trade, 250208.267, 80, B08, S00, 1
B08, Trade, 251968.400, 80, B08, S02, 1
B08, Trade, 259611.517, 82, B08, S02, 1
B08, Trade, 261909.433, 81, B08, S05, 1
B08, Trade, 263187.450, 76, B08, S04, 1
B08, Trade, 266280.650, 82, B08, S02, 1
B08, Trade, 268147.583, 82, B08, S01, 1
B08, Trade, 268215.000, 82, B08, S07, 1
B08, Trade, 270094.133, 82, B08, S07, 1
B08, Trade, 272733.100, 79, B08, S01, 1
B08, Trade, 274662.217, 79, B08, S02, 1
B08, Trade, 274752.050, 80, B08, S01, 1
B08, Trade, 275000.133, 82, B08, S01, 1
B08, Trade, 275360.583, 80, B08, S01, 1
B08, Trade, 275725.867, 82, B08, S05, 1
B08, Trade, 276432.567, 81, B08, S00, 1
B08, Trade, 276812.517, 81, B08, S01, 1
B08, Trade, 276867.717, 82, B08, S01, 1
B08, Trade, 282342.217, 81, B08, S05, 1
B08, Trade, 283493.200, 82, B08, S07, 1
B08, Trade, 288437.750, 81, B08, S02, 1
B08, Trade, 288535.233, 78, B08, S00, 1
B08, Trade, 288679.333, 80, B08, S00, 1
B08, Trade, 288919.483, 81, B08, S02, 1
B08, Trade, 288991.467, 80, B08, S02, 1
B08, Trade, 289356.483, 82, B08, S02, 1
B08, Trade, 290623.367, 80, B08, S02, 1
B08, Trade, 291510.650, 82, B08, S05, 1
B08, Trade, 294590.267, 81, B08, S05, 1
B08, Trade, 294672.000, 79, B08, S05, 1
B08, Trade, 302916.383, 81, B08, S05, 1
B08, Trade, 306262.017, 81, B08, S00, 1
B08, Trade, 308320.950, 79, B08, S01, 1
B08, Trade, 319610.900, 81, B08, S01, 1
B08, Trade, 322399.200, 78, B08, S01, 1
B08, Trade, 327035.583, 82, B08, S01, 1
B08, Trade, 334109.683, 80, B08, S02, 1
B08, Trade, 337758.517, 80, B08, S03, 1
B08, Trade, 342852.300, 82, B08, S05, 1
B08, Trade, 364978.067, 75, B08, S01, 1
B08, Trade, 367722.100, 82, B08, S03, 1
B08, Trade, 378595.783, 82, B08, S02, 1
B08, Trade, 379004.850, 82, B08, S07, 1
B08, Trade, 380976.067, 82, B08, S02, 1
B08, Trade, 388897.200, 81, B08, S03, 1
B08, Trade, 389035.533, 82, B08, S03, 1
B08, Trade, 392367.217, 81, B08, S05, 1
B08, Trade, 393701.467, 80, S03, B08, 1
B08, Trade, 394373.933, 82, B08, S01, 1
B08, Trade, 395571.450, 82, B08, S02, 1
B08, Trade, 398233.183, 82, B08, S07, 1
B08, Trade, 430669.017, 80, B08, S03, 1
B09, 100
B09, Trade, 411605.183, 84, B09, S01, 1
B09, Trade, 411791.500, 84, B09, S05, 1
B09, Trade, 412262.250, 84, B09, S05, 1
B09, Trade, 412271.333, 84, B09, S01, 1
B09, Trade, 412599.800, 84, B09, S02, 1
B09, Trade, 412730.800, 84, B09, S01, 1
B09, Trade, 412922.000, 84, B09, S07, 1
B09, Trade, 412941.917, 84, B09, S04, 1
B09, Trade, 413151.600, 84, B09, S07, 1
B09, Trade, 413797.733, 84, B09, S02, 1
B09, Trade, 413844.550, 84, B09, S03, 1
B09, Trade, 414003.700, 83, B09, S05, 1
B09, Trade, 414059.983, 84, B09, S01, 1
B09, Trade, 414349.550, 83, B09, S02, 1
B09, Trade, 414406.750, 84, B09, S04, 1
B09, Trade, 414735.900, 84, B09, S02, 1
B09, Trade, 414966.417, 84, B09, S01, 1
B09, Trade, 415058.567, 83, B09, S05, 1
B09, Trade, 415108.717, 84, B09, S01, 1
B09, Trade, 415476.383, 84, B09, S01, 1
B09, Trade, 415590.983, 84, B09, S01, 1
B09, Trade, 415945.517, 83, B09, S05, 1
B09, Trade, 415993.200, 84, B09, S05, 1
B09, Trade, 416236.550, 84, B09, S02, 1
B09, Trade, 416323.533, 84, B09, S05, 1
B09, Trade, 417128.583, 84, B09, S05, 1
B09, Trade, 417212.950, 83, B09, S05, 1
B09, Trade, 417297.483, 84, B09, S01, 1
B09, Trade, 417301.250, 84, B09, S05, 1
B09, Trade, 417678.250, 84, B09, S01, 1
B09, Trade, 418149.283, 84, B09, S02, 1
B09, Trade, 418587.450, 84, B09, S09, 1
B09, Trade, 419565.433, 84, B09, S08, 1
B09, Trade, 419591.100, 84, B09, S05, 1
B09, Trade, 419818.000, 84, B09, S07, 1
B09, Trade, 420515.683, 84, B09, S04, 1
B09, Trade, 420727.217, 84, B09, S01, 1
B09, Trade, 420934.000, 84, B09, S08, 1
B09, Trade, 421250.017, 83, B09, S07, 1
B09, Trade, 421283.417, 84, B09, S02, 1
B09, Trade, 421543.233, 83, B09, S01, 1
B09, Trade, 421827.483, 84, B09, S07, 1
B09, Trade, 422354.183, 84, B09, S02, 1
B09, Trade, 422396.017, 83, B09, S02, 1
B09, Trade, 422557.283, 84, B09, S03, 1
B09, Trade, 423218.183, 84, B09, S01, 1
B09, Trade, 423233.233, 84, B09, S07, 1
B09, Trade, 423938.283, 84, B09, S05, 1
B09, Trade, 424183.583, 84, B09, S01, 1
B09, Trade, 424489.167, 84, B09, S05, 1
B09, Trade, 424860.417, 84, B09, S02, 1
B09, Trade, 424902.583, 84, B09, S07, 1
B09, Trade, 425022.100, 84, B09, S02, 1
B09, Trade, 425231.167, 84, B09, S02, 1
B09, Trade, 425301.100, 84, B09, S02, 1
B09, Trade, 425446.850, 82, B09, S01, 1
B09, Trade, 425517.433, 84, B09, S01, 1
B09, Trade, 425782.800, 84, B09, S02, 1
B09, Trade, 426205.450, 84, B09, S02, 1
B09, Trade, 426357.317, 84, B09, S03, 1
B09, Trade, 426562.300, 84, B09, S01, 1
B09, Trade, 426585.917, 84, B09, S02, 1
B09, Trade, 426654.733, 84, B09, S03, 1
B09, Trade, 426719.350, 84, B09, S01, 1
B09, Trade, 426837.283, 84, B09, S03, 1
B09, Trade, 427157.950, 84, B09, S05, 1
B09, Trade, 427231.667, 84, S07, B09, 1
B09, Trade, 427295.367, 84, B09, S02, 1
B09, Trade, 427387.267, 82, B09, S01, 1
B09, Trade, 427449.483, 84, B09, S05, 1
B09, Trade, 427471.983, 83, B09, S04, 1
B09, Trade, 427620.133, 84, B09, S04, 1
B09, Trade, 427862.917, 84, B09, S02, 1
B09, Trade, 428119.567, 84, B09, S02, 1
B09, Trade, 428245.967, 83, B09, S01, 1
B09, Trade, 428397.617, 84, B09, S02, 1
B09, Trade, 428671.367, 82, B09, S04, 1
B09, Trade, 428833.900, 84, B09, S07, 1
B09, Trade, 428982.367, 84, B09, S04, 1
B09, Trade, 429088.183, 83, B09, S01, 1
B09, Trade, 429296.767, 84, B09, S02, 1
B09, Trade, 429372.900, 84, B09, S04, 1
B09, Trade, 429394.217, 81, B09, S01, 1
B09, Trade, 429635.167, 83, B09, S01, 1
B09, Trade, 429986.700, 84, B09, S01, 1
B09, Trade, 430043.550, 84, B09, S05, 1
B09, Trade, 430093.417, 83, B09, S01, 1
B09, Trade, 430222.400, 84, B09, S01, 1
