Trd, 257825.467, 96
Trd, 257826.017, 96
Trd, 257826.533, 93
Trd, 257828.233, 96
Trd, 257828.383, 99
Trd, 257830.333, 102
Trd, 257830.567, 95
Trd, 257830.950, 104
Trd, 257833.633, 120
Trd, 257834.250, 115
Trd, 257836.200, 125
Trd, 257836.467, 117
Trd, 257838.183, 112
Trd, 257839.033, 110
Trd, 257839.050, 103
Trd, 257839.617, 104
Trd, 257840.000, 101
Trd, 257841.617, 111
Trd, 257841.800, 112
Trd, 257843.217, 115
Trd, 257844.900, 98
Trd, 257847.067, 109
Trd, 257847.267, 110
Trd, 257848.200, 107
Trd, 257849.100, 107
Trd, 257849.450, 109
Trd, 257849.717, 104
Trd, 257850.617, 105
Trd, 257851.217, 115
Trd, 257851.850, 120
Trd, 257852.267, 106
Trd, 257853.533, 119
Trd, 257854.317, 103
Trd, 257854.783, 114
Trd, 257855.000, 96
Trd, 257855.750, 96
Trd, 257855.917, 98
Trd, 257856.350, 99
Trd, 257858.067, 101
Trd, 257858.100, 106
Trd, 257858.117, 101
Trd, 257862.700, 98
Trd, 257862.867, 105
Trd, 257862.917, 95
Trd, 257863.283, 88
Trd, 257864.717, 99
Trd, 257864.733, 91
Trd, 257865.150, 106
Trd, 257865.767, 104
Trd, 257866.083, 99
Trd, 257866.433, 94
Trd, 257868.817, 92
Trd, 257868.850, 95
Trd, 257869.550, 96
Trd, 257872.117, 110
Trd, 257872.650, 117
Trd, 257874.367, 105
Trd, 257874.700, 117
Trd, 257875.417, 104
Trd, 257875.567, 104
Trd, 257878.083, 109
Trd, 257878.217, 111
Trd, 257881.067, 100
Trd, 257881.767, 99
Trd, 257882.917, 101
Trd, 257882.983, 98
Trd, 257883.000, 98
Trd, 257884.300, 100
Trd, 257885.067, 98
Trd, 257886.767, 97
Trd, 257886.800, 101
Trd, 257887.250, 100
Trd, 257888.283, 97
Trd, 257888.317, 106
Trd, 257888.900, 94
Trd, 257889.133, 95
Trd, 257889.150, 115
Trd, 257890.583, 91
Trd, 257890.917, 87
Trd, 257892.567, 109
Trd, 257893.567, 92
Trd, 257893.933, 111
Trd, 257894.950, 94
Trd, 257895.333, 95
Trd, 257896.017, 95
Trd, 257896.717, 106
Trd, 257898.850, 111
Trd, 257901.150, 119
Trd, 257901.417, 108
Trd, 257902.400, 103
Trd, 257904.200, 104
Trd, 257904.633, 102
Trd, 257905.017, 112
Trd, 257906.650, 120
Trd, 257907.283, 103
Trd, 257907.800, 113
Trd, 257908.233, 110
Trd, 257908.533, 103
Trd, 257908.817, 111
Trd, 257909.300, 101
Trd, 257909.967, 99
Trd, 257910.567, 102
Trd, 257915.517, 105
Trd, 257915.533, 100
Trd, 257915.633, 98
Trd, 257916.117, 84
Trd, 257916.167, 106
Trd, 257917.217, 105
Trd, 257917.283, 86
Trd, 257917.450, 93
Trd, 257919.467, 95
Trd, 257919.950, 96
Trd, 257920.050, 87
Trd, 257920.217, 96
Trd, 257920.233, 84
Trd, 257920.900, 77
Trd, 257922.333, 80
Trd, 257922.500, 100
Trd, 257923.350, 106
Trd, 257924.017, 91
Trd, 257924.150, 92
Trd, 257925.533, 97
Trd, 257927.750, 104
Trd, 257927.783, 101
Trd, 257928.967, 105
Trd, 257930.267, 108
Trd, 257931.950, 111
Trd, 257932.983, 116
Trd, 257933.517, 107
Trd, 257934.883, 109
Trd, 257935.217, 112
Trd, 257935.233, 105
Trd, 257935.767, 104
Trd, 257938.300, 110
Trd, 257938.767, 112
Trd, 257939.717, 103
Trd, 257940.000, 102
Trd, 257940.417, 108
Trd, 257941.000, 114
Trd, 257942.500, 108
Trd, 257943.350, 117
Trd, 257943.400, 121
Trd, 257944.450, 87
Trd, 257944.667, 84
Trd, 257945.250, 88
Trd, 257946.167, 84
Trd, 257947.283, 103
Trd, 257947.667, 94
Trd, 257949.283, 124
Trd, 257949.367, 123
Trd, 257950.083, 121
Trd, 257950.533, 118
Trd, 257951.400, 117
Trd, 257952.700, 122
Trd, 257954.900, 118
Trd, 257955.733, 106
Trd, 257955.900, 104
Trd, 257956.750, 90
Trd, 257957.850, 108
Trd, 257958.533, 102
Trd, 257959.283, 98
Trd, 257960.183, 91
Trd, 257960.383, 107
Trd, 257960.700, 99
Trd, 257962.100, 109
Trd, 257963.050, 110
Trd, 257963.617, 103
Trd, 257964.400, 123
