B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 246528.633, 68, B03, S00, 1
B04, 0
B05, 0
B06, 24
B06, Trade, 20300.283, 76, B06, S05, 1
B06, Trade, 33082.183, 75, B06, S01, 1
B06, Trade, 65973.033, 76, B06, S01, 1
B06, Trade, 65999.617, 76, B06, S01, 1
B06, Trade, 67050.367, 76, B06, S00, 1
B06, Trade, 67488.617, 76, B06, S03, 1
B06, Trade, 68183.350, 76, B06, S01, 1
B06, Trade, 68683.950, 76, B06, S01, 1
B06, Trade, 69540.417, 76, B06, S03, 1
B06, Trade, 69784.867, 76, B06, S05, 1
B06, Trade, 70438.433, 76, B06, S03, 1
B06, Trade, 73021.900, 75, B06, S04, 1
B06, Trade, 96477.950, 76, B06, S00, 1
B06, Trade, 98402.317, 76, B06, S02, 1
B06, Trade, 196120.450, 76, B06, S04, 1
B06, Trade, 196918.833, 76, B06, S02, 1
B06, Trade, 197788.217, 76, B06, S01, 1
B06, Trade, 198521.050, 76, B06, S00, 1
B06, Trade, 199426.650, 76, B06, S00, 1
B06, Trade, 200795.300, 76, B06, S04, 1
B06, Trade, 201083.750, 76, B06, S05, 1
B06, Trade, 219073.867, 76, B06, S00, 1
B06, Trade, 224801.600, 76, B06, S03, 1
B06, Trade, 253762.767, 76, B06, S00, 1
B07, 45
B07, Trade, 11771.117, 79, B07, S04, 1
B07, Trade, 79510.833, 79, B07, S05, 1
B07, Trade, 84459.617, 79, B07, S01, 1
B07, Trade, 85370.433, 79, B07, S02, 1
B07, Trade, 85451.233, 79, B07, S05, 1
B07, Trade, 86052.500, 79, B07, S04, 1
B07, Trade, 86263.067, 78, B07, S05, 1
B07, Trade, 140707.550, 76, B07, S03, 1
B07, Trade, 144617.650, 79, B07, S04, 1
B07, Trade, 145319.433, 72, B07, S02, 1
B07, Trade, 145603.167, 78, B07, S04, 1
B07, Trade, 145626.700, 76, B07, S02, 1
B07, Trade, 146867.117, 77, S00, B07, 1
B07, Trade, 147734.233, 73, B07, S04, 1
B07, Trade, 147795.683, 79, B07, S00, 1
B07, Trade, 150368.683, 79, B07, S02, 1
B07, Trade, 151887.033, 75, B07, S00, 1
B07, Trade, 154865.050, 78, B07, S04, 1
B07, Trade, 165465.450, 77, B07, S01, 1
B07, Trade, 173227.583, 78, B07, S02, 1
B07, Trade, 180816.483, 77, B07, S00, 1
B07, Trade, 181586.617, 79, B07, S00, 1
