B00, 0
B01, 0
B02, 0
B03, 0
B04, 7
B04, Trade, 86776.450, 71, B04, S02, 1
B04, Trade, 89172.450, 71, B04, S02, 1
B04, Trade, 90975.617, 71, B04, S00, 1
B04, Trade, 110669.050, 69, B04, S03, 1
B04, Trade, 203051.017, 71, B04, S00, 1
B04, Trade, 204986.633, 71, B04, S00, 1
B04, Trade, 205774.483, 71, B04, S03, 1
B05, 18
B05, Trade, 23527.000, 73, B05, S01, 1
B05, Trade, 23886.817, 73, B05, S01, 1
B05, Trade, 23896.033, 73, B05, S01, 1
B05, Trade, 24244.083, 73, B05, S01, 1
B05, Trade, 27404.067, 73, B05, S02, 1
B05, Trade, 126045.400, 72, B05, S01, 1
B05, Trade, 202666.817, 73, B05, S01, 1
B05, Trade, 203052.800, 67, B05, S01, 1
B05, Trade, 204292.133, 70, B05, S00, 1
B05, Trade, 205555.150, 73, B05, S03, 1
B05, Trade, 205920.967, 73, B05, S03, 1
B05, Trade, 208127.433, 73, B05, S03, 1
B05, Trade, 223645.467, 73, B05, S03, 1
B05, Trade, 225164.333, 73, B05, S01, 1
B05, Trade, 228905.517, 73, B05, S01, 1
B05, Trade, 230083.183, 73, B05, S03, 1
B05, Trade, 231736.467, 73, B05, S04, 1
B05, Trade, 233006.500, 73, B05, S02, 1
B06, 65
B06, Trade, 25155.067, 76, B06, S01, 1
B06, Trade, 26977.817, 74, B06, S01, 1
B06, Trade, 27242.500, 76, B06, S01, 1
B06, Trade, 57863.383, 75, B06, S01, 1
B06, Trade, 62550.700, 72, B06, S01, 1
B06, Trade, 63590.917, 73, B06, S01, 1
B06, Trade, 106741.850, 75, B06, S00, 1
B06, Trade, 108711.150, 76, B06, S03, 1
B06, Trade, 113589.100, 74, B06, S03, 1
B06, Trade, 114456.650, 76, B06, S03, 1
B06, Trade, 122656.717, 76, B06, S01, 1
B06, Trade, 123098.100, 76, B06, S04, 1
B06, Trade, 123320.883, 76, B06, S01, 1
B06, Trade, 123427.683, 76, B06, S03, 1
B06, Trade, 123445.733, 76, B06, S03, 1
B06, Trade, 123519.500, 76, B06, S03, 1
B06, Trade, 123617.167, 76, B06, S05, 1
B06, Trade, 123669.517, 76, B06, S04, 1
B06, Trade, 123880.400, 76, B06, S01, 1
B06, Trade, 123909.533, 76, B06, S03, 1
B06, Trade, 123931.883, 76, B06, S02, 1
B06, Trade, 123985.550, 75, B06, S03, 1
B06, Trade, 124036.567, 76, B06, S03, 1
B06, Trade, 124205.617, 75, B06, S01, 1
B06, Trade, 124428.850, 76, B06, S03, 1
B06, Trade, 124441.367, 76, B06, S03, 1
B06, Trade, 124554.650, 76, B06, S05, 1
B06, Trade, 125111.233, 76, B06, S03, 1
B06, Trade, 125548.033, 76, B06, S03, 1
B06, Trade, 125572.967, 75, B06, S02, 1
B06, Trade, 126044.867, 75, B06, S03, 1
B06, Trade, 126476.167, 76, B06, S05, 1
B06, Trade, 126600.117, 76, B06, S00, 1
B06, Trade, 127297.783, 76, B06, S03, 1
B06, Trade, 127415.550, 76, B06, S01, 1
B06, Trade, 127476.833, 75, B06, S01, 1
B06, Trade, 127527.683, 76, B06, S03, 1
B06, Trade, 127732.117, 76, B06, S01, 1
B06, Trade, 127853.900, 75, B06, S03, 1
B06, Trade, 127914.350, 76, B06, S03, 1
B06, Trade, 128402.983, 76, B06, S04, 1
B06, Trade, 128621.533, 75, B06, S03, 1
B06, Trade, 128653.317, 75, S02, B06, 1
B06, Trade, 128735.967, 74, B06, S02, 1
B06, Trade, 128900.950, 76, B06, S03, 1
B06, Trade, 128999.150, 76, B06, S05, 1
B06, Trade, 129027.250, 76, B06, S03, 1
B06, Trade, 129089.883, 76, B06, S02, 1
B06, Trade, 129349.333, 76, B06, S01, 1
B06, Trade, 129460.100, 76, B06, S03, 1
B06, Trade, 129554.450, 76, B06, S02, 1
B06, Trade, 166094.250, 74, B06, S04, 1
B06, Trade, 170653.367, 74, S03, B06, 1
B06, Trade, 170925.400, 75, B06, S03, 1
B06, Trade, 177826.117, 76, B06, S04, 1
B06, Trade, 179280.517, 72, B06, S00, 1
B06, Trade, 179769.550, 74, B06, S03, 1
B06, Trade, 194000.517, 75, B06, S01, 1
B06, Trade, 205774.633, 71, B06, S02, 1
B06, Trade, 247693.500, 75, B06, S02, 1
B06, Trade, 247857.117, 76, B06, S00, 1
B06, Trade, 248645.800, 75, B06, S00, 1
B06, Trade, 250159.900, 76, B06, S02, 1
B06, Trade, 250266.567, 76, B06, S02, 1
B06, Trade, 251452.617, 76, B06, S00, 1
B07, 100
B07, Trade, 171604.650, 79, B07, S04, 1
B07, Trade, 171834.000, 79, B07, S06, 1
B07, Trade, 172027.667, 79, B07, S04, 1
B07, Trade, 172152.317, 79, B07, S00, 1
B07, Trade, 172277.850, 79, B07, S06, 1
B07, Trade, 172379.667, 79, B07, S06, 1
B07, Trade, 173170.633, 79, B07, S03, 1
B07, Trade, 173339.500, 79, B07, S00, 1
B07, Trade, 173622.417, 79, B07, S00, 1
B07, Trade, 173847.700, 76, B07, S00, 1
B07, Trade, 173915.083, 76, B07, S04, 1
B07, Trade, 174467.317, 74, B07, S00, 1
B07, Trade, 174615.400, 75, B07, S00, 1
B07, Trade, 174955.867, 78, B07, S04, 1
B07, Trade, 175055.983, 78, B07, S02, 1
B07, Trade, 175653.567, 77, B07, S02, 1
B07, Trade, 175940.817, 79, B07, S00, 1
B07, Trade, 176051.850, 76, B07, S04, 1
B07, Trade, 176078.850, 76, B07, S00, 1
B07, Trade, 176324.217, 77, B07, S00, 1
B07, Trade, 176332.533, 79, B07, S03, 1
B07, Trade, 176393.650, 77, B07, S00, 1
B07, Trade, 176442.050, 77, B07, S06, 1
B07, Trade, 176654.800, 75, B07, S00, 1
B07, Trade, 176695.283, 78, B07, S00, 1
B07, Trade, 176961.617, 79, B07, S00, 1
B07, Trade, 177318.350, 78, B07, S06, 1
