B00, 0
B01, 0
B02, 1
B02, Trade, 197745.667, 65, B02, S00, 1
B03, 3
B03, Trade, 129225.333, 67, B03, S00, 1
B03, Trade, 414054.700, 68, B03, S03, 1
B03, Trade, 422219.317, 66, B03, S00, 1
B04, 4
B04, Trade, 13536.450, 71, B04, S03, 1
B04, Trade, 123534.950, 70, B04, S02, 1
B04, Trade, 132246.117, 71, B04, S03, 1
B04, Trade, 134672.400, 71, B04, S00, 1
B05, 35
B05, Trade, 9394.800, 69, B05, S03, 1
B05, Trade, 97643.917, 69, B05, S00, 1
B05, Trade, 99239.700, 69, B05, S00, 1
B05, Trade, 99551.117, 69, B05, S00, 1
B05, Trade, 125418.683, 73, B05, S00, 1
B05, Trade, 159709.283, 73, B05, S00, 1
B05, Trade, 161331.567, 73, B05, S00, 1
B05, Trade, 162228.817, 73, B05, S00, 1
B05, Trade, 164054.367, 73, B05, S02, 1
B05, Trade, 165744.917, 73, B05, S04, 1
B05, Trade, 166153.317, 73, B05, S04, 1
B05, Trade, 175124.267, 73, B05, S04, 1
B05, Trade, 177073.583, 73, B05, S03, 1
B05, Trade, 177773.700, 73, B05, S02, 1
B05, Trade, 233713.500, 73, B05, S02, 1
B05, Trade, 273933.767, 73, B05, S02, 1
B05, Trade, 274329.717, 73, B05, S00, 1
B05, Trade, 274452.833, 73, B05, S00, 1
B05, Trade, 274921.783, 73, B05, S00, 1
B05, Trade, 280369.583, 73, B05, S00, 1
B05, Trade, 304883.550, 73, B05, S02, 1
B05, Trade, 306679.500, 73, B05, S01, 1
B05, Trade, 315714.033, 73, B05, S04, 1
B05, Trade, 331956.317, 73, B05, S04, 1
B05, Trade, 332923.950, 73, B05, S00, 1
B05, Trade, 333857.033, 73, B05, S00, 1
B05, Trade, 334554.583, 73, B05, S04, 1
B05, Trade, 335022.317, 73, B05, S00, 1
B05, Trade, 335221.283, 73, B05, S04, 1
B05, Trade, 335286.450, 73, B05, S04, 1
B05, Trade, 336762.950, 73, B05, S00, 1
B05, Trade, 337592.217, 73, B05, S00, 1
B05, Trade, 337969.467, 73, B05, S01, 1
B05, Trade, 402776.433, 73, B05, S02, 1
B05, Trade, 403022.367, 73, B05, S03, 1
B06, 100
B06, Trade, 67069.900, 76, B06, S00, 1
B06, Trade, 67240.650, 75, S00, B06, 1
B06, Trade, 67273.300, 72, S00, B06, 1
B06, Trade, 67371.683, 76, B06, S05, 1
B06, Trade, 67498.100, 76, B06, S00, 1
B06, Trade, 67699.833, 76, B06, S05, 1
B06, Trade, 69043.417, 76, B06, S05, 1
B06, Trade, 69596.450, 76, B06, S02, 1
B06, Trade, 69602.750, 76, B06, S00, 1
B06, Trade, 69787.133, 76, B06, S05, 1
B06, Trade, 69849.450, 76, B06, S05, 1
B06, Trade, 70075.933, 76, B06, S05, 1
B06, Trade, 70582.250, 76, B06, S04, 1
B06, Trade, 70680.233, 76, B06, S04, 1
B06, Trade, 71110.417, 76, B06, S05, 1
B06, Trade, 72102.933, 76, B06, S01, 1
B06, Trade, 72469.317, 76, B06, S03, 1
B06, Trade, 72537.600, 76, B06, S03, 1
B06, Trade, 72606.100, 75, B06, S05, 1
B06, Trade, 73110.217, 76, B06, S02, 1
B06, Trade, 74357.567, 76, B06, S03, 1
B06, Trade, 74375.533, 76, B06, S02, 1
B06, Trade, 74846.917, 76, B06, S02, 1
B06, Trade, 75024.817, 75, B06, S03, 1
B06, Trade, 76060.100, 76, B06, S02, 1
B06, Trade, 76205.617, 76, B06, S03, 1
B06, Trade, 76248.317, 76, B06, S02, 1
B06, Trade, 76338.917, 76, B06, S02, 1
B06, Trade, 76490.850, 75, B06, S02, 1
B06, Trade, 76999.917, 76, B06, S01, 1
B06, Trade, 78266.950, 75, B06, S01, 1
B06, Trade, 80283.383, 76, B06, S03, 1
B06, Trade, 82794.733, 76, B06, S04, 1
B06, Trade, 83557.083, 76, B06, S04, 1
B06, Trade, 90964.217, 76, B06, S03, 1
B06, Trade, 91396.983, 75, B06, S02, 1
B06, Trade, 107156.700, 74, B06, S02, 1
B06, Trade, 108088.483, 76, B06, S04, 1
B06, Trade, 109982.567, 76, B06, S03, 1
B06, Trade, 110285.800, 76, B06, S02, 1
B06, Trade, 111915.417, 76, B06, S04, 1
B06, Trade, 114296.550, 76, B06, S04, 1
B06, Trade, 114828.950, 76, B06, S06, 1
B06, Trade, 128647.000, 76, B06, S01, 1
B06, Trade, 129147.850, 65, B06, S00, 1
B06, Trade, 144283.733, 76, B06, S01, 1
