B00, 0
B01, 0
B02, 0
B03, 2
B03, Trade, 26226.517, 68, B03, S03, 1
B03, Trade, 340809.000, 68, B03, S00, 1
B04, 9
B04, Trade, 99176.450, 71, B04, S01, 1
B04, Trade, 284146.733, 71, B04, S01, 1
B04, Trade, 286245.217, 69, B04, S01, 1
B04, Trade, 340315.300, 71, B04, S04, 1
B04, Trade, 343267.017, 71, B04, S01, 1
B04, Trade, 343919.983, 71, S04, B04, 1
B04, Trade, 344438.450, 71, B04, S03, 1
B04, Trade, 345163.583, 71, B04, S02, 1
B04, Trade, 366473.467, 71, B04, S02, 1
B05, 10
B05, Trade, 12512.650, 72, B05, S02, 1
B05, Trade, 121923.567, 73, B05, S01, 1
B05, Trade, 131459.733, 73, B05, S00, 1
B05, Trade, 136792.100, 73, B05, S00, 1
B05, Trade, 207304.333, 73, B05, S01, 1
B05, Trade, 208738.133, 73, B05, S01, 1
B05, Trade, 214947.017, 73, B05, S01, 1
B05, Trade, 377712.550, 73, B05, S01, 1
B05, Trade, 381440.533, 73, B05, S01, 1
B05, Trade, 416308.200, 73, B05, S05, 1
B06, 100
B06, Trade, 287957.367, 76, B06, S01, 1
B06, Trade, 287961.567, 75, B06, S05, 1
B06, Trade, 288123.633, 76, B06, S03, 1
B06, Trade, 303567.667, 76, B06, S03, 1
B06, Trade, 306833.383, 76, B06, S03, 1
B06, Trade, 307706.267, 76, B06, S01, 1
B06, Trade, 307886.250, 76, B06, S04, 1
B06, Trade, 307890.783, 76, B06, S01, 1
B06, Trade, 308797.983, 76, B06, S01, 1
B06, Trade, 309816.150, 76, B06, S04, 1
B06, Trade, 328734.667, 75, B06, S01, 1
B06, Trade, 330664.350, 76, B06, S01, 1
B06, Trade, 338764.300, 76, B06, S06, 1
B06, Trade, 339126.767, 76, B06, S04, 1
B06, Trade, 339682.950, 76, B06, S00, 1
B06, Trade, 339846.267, 76, B06, S01, 1
B06, Trade, 339929.233, 76, B06, S02, 1
B06, Trade, 340076.350, 76, B06, S04, 1
B06, Trade, 340125.133, 76, B06, S03, 1
B06, Trade, 340247.667, 76, B06, S02, 1
B06, Trade, 340312.917, 76, B06, S01, 1
B06, Trade, 340382.100, 76, B06, S04, 1
B06, Trade, 340615.533, 76, B06, S00, 1
B06, Trade, 340807.983, 76, B06, S03, 1
B06, Trade, 341017.800, 72, B06, S04, 1
B06, Trade, 341373.583, 76, B06, S02, 1
B06, Trade, 341589.533, 76, B06, S01, 1
B06, Trade, 341784.933, 76, B06, S06, 1
B06, Trade, 342105.283, 76, B06, S02, 1
B06, Trade, 342225.600, 76, B06, S01, 1
B06, Trade, 342344.483, 73, B06, S03, 1
B06, Trade, 342643.833, 76, B06, S00, 1
B06, Trade, 342775.817, 76, B06, S02, 1
B06, Trade, 342915.783, 76, B06, S01, 1
B06, Trade, 343266.517, 76, B06, S02, 1
B06, Trade, 343324.700, 76, B06, S03, 1
B06, Trade, 343712.817, 75, B06, S01, 1
B06, Trade, 343970.417, 76, B06, S02, 1
B06, Trade, 344186.650, 76, B06, S03, 1
B06, Trade, 344210.333, 76, B06, S00, 1
B06, Trade, 344802.783, 76, B06, S01, 1
B06, Trade, 344891.383, 76, B06, S01, 1
B06, Trade, 345162.150, 76, B06, S00, 1
B06, Trade, 345295.633, 76, B06, S00, 1
B06, Trade, 345443.000, 76, B06, S01, 1
B06, Trade, 345527.283, 76, B06, S02, 1
B06, Trade, 346028.267, 76, B06, S04, 1
B06, Trade, 359832.850, 76, B06, S04, 1
B06, Trade, 360675.317, 76, B06, S01, 1
B06, Trade, 360872.567, 76, B06, S02, 1
B06, Trade, 361035.650, 76, B06, S01, 1
B06, Trade, 361124.367, 76, B06, S01, 1
B06, Trade, 361650.717, 76, B06, S02, 1
B06, Trade, 361872.933, 76, B06, S05, 1
B06, Trade, 362185.800, 76, B06, S05, 1
B06, Trade, 365981.483, 76, B06, S04, 1
B06, Trade, 366472.367, 76, B06, S05, 1
B06, Trade, 366556.550, 76, B06, S01, 1
B06, Trade, 368019.367, 76, B06, S01, 1
B06, Trade, 374449.117, 76, B06, S04, 1
B06, Trade, 375601.800, 75, B06, S00, 1
B06, Trade, 375812.367, 76, B06, S02, 1
B06, Trade, 376132.500, 76, B06, S00, 1
B06, Trade, 376364.917, 76, B06, S02, 1
B06, Trade, 376454.417, 76, B06, S01, 1
B06, Trade, 376604.050, 76, B06, S00, 1
B06, Trade, 376639.200, 76, B06, S02, 1
B06, Trade, 377069.667, 76, B06, S01, 1
B06, Trade, 377639.267, 76, B06, S01, 1
B06, Trade, 377709.250, 76, B06, S00, 1
B06, Trade, 378000.200, 76, B06, S00, 1
B06, Trade, 378032.667, 75, B06, S03, 1
B06, Trade, 378198.217, 76, B06, S04, 1
