B00, 100
B00, Trade, 258461.833, 122, B00, S03, 1
B00, Trade, 258470.367, 126, B00, S03, 1
B00, Trade, 258471.833, 134, B00, S05, 1
B00, Trade, 258478.867, 134, S14, B00, 1
B00, Trade, 258486.933, 100, B00, S01, 1
B00, Trade, 258493.033, 110, B00, S10, 1
B00, Trade, 258498.667, 60, S07, B00, 1
B00, Trade, 258502.467, 61, S07, B00, 1
B00, Trade, 258510.267, 60, S01, B00, 1
B00, Trade, 258514.467, 61, S10, B00, 1
B00, Trade, 258520.700, 115, S11, B00, 1
B00, Trade, 258540.400, 134, B00, S03, 1
B00, Trade, 258554.767, 120, B00, S04, 1
B00, Trade, 258559.567, 122, S02, B00, 1
B00, Trade, 258563.800, 65, S04, B00, 1
B00, Trade, 258579.667, 128, S09, B00, 1
B00, Trade, 258590.733, 135, B00, S01, 1
B00, Trade, 258594.333, 116, B00, S05, 1
B00, Trade, 258607.500, 121, B00, S08, 1
B00, Trade, 258616.467, 132, B00, S13, 1
B00, Trade, 258631.000, 101, B00, S03, 1
B00, Trade, 258633.900, 60, S02, B00, 1
B00, Trade, 258638.433, 119, B00, S04, 1
B00, Trade, 258647.100, 127, S09, B00, 1
B00, Trade, 258652.867, 71, S14, B00, 1
B00, Trade, 258660.767, 76, S08, B00, 1
B00, Trade, 258677.667, 123, S06, B00, 1
B00, Trade, 258682.233, 133, B00, S03, 1
B00, Trade, 258697.733, 92, B00, S04, 1
B00, Trade, 258702.333, 87, B00, S04, 1
B00, Trade, 258706.833, 64, S05, B00, 1
B00, Trade, 258712.433, 60, S06, B00, 1
B00, Trade, 258715.600, 68, S04, B00, 1
B00, Trade, 258722.200, 60, S14, B00, 1
B00, Trade, 258727.533, 75, S11, B00, 1
B00, Trade, 258729.567, 62, S07, B00, 1
B00, Trade, 258737.400, 109, S14, B00, 1
B00, Trade, 258750.000, 128, B00, S08, 1
B00, Trade, 258756.733, 126, B00, S01, 1
B00, Trade, 258762.967, 127, B00, S01, 1
B00, Trade, 258770.033, 64, S05, B00, 1
B00, Trade, 258772.333, 125, S12, B00, 1
B00, Trade, 258775.533, 60, S09, B00, 1
B00, Trade, 258788.933, 119, S12, B00, 1
B00, Trade, 258809.933, 128, B00, S13, 1
B00, Trade, 258815.300, 115, S09, B00, 1
B00, Trade, 258816.933, 138, B00, S11, 1
B00, Trade, 258829.033, 138, S02, B00, 1
B00, Trade, 258836.433, 62, S08, B00, 1
B00, Trade, 258844.767, 61, S04, B00, 1
B00, Trade, 258857.833, 136, S09, B00, 1
B00, Trade, 258864.267, 60, S02, B00, 1
B00, Trade, 258871.700, 60, S02, B00, 1
B00, Trade, 258878.667, 71, S14, B00, 1
B00, Trade, 258879.800, 65, S02, B00, 1
B00, Trade, 258881.633, 60, S09, B00, 1
B00, Trade, 258888.467, 70, B00, S10, 1
B00, Trade, 258895.033, 100, B00, S01, 1
B00, Trade, 258897.267, 125, S14, B00, 1
B00, Trade, 258905.167, 62, S08, B00, 1
B00, Trade, 258907.933, 63, S09, B00, 1
B00, Trade, 258912.233, 60, S02, B00, 1
B00, Trade, 258917.100, 66, S02, B00, 1
B00, Trade, 258945.400, 131, B00, S13, 1
B00, Trade, 258958.667, 69, B00, S08, 1
B00, Trade, 258962.600, 60, S02, B00, 1
B00, Trade, 258968.000, 61, S02, B00, 1
B00, Trade, 258998.567, 132, B00, S07, 1
B00, Trade, 259005.833, 125, B00, S01, 1
B00, Trade, 259017.567, 116, S13, B00, 1
B00, Trade, 259026.433, 127, B00, S04, 1
B00, Trade, 259028.300, 90, B00, S10, 1
B00, Trade, 259036.900, 60, S00, B00, 1
B00, Trade, 259037.200, 60, S06, B00, 1
B00, Trade, 259049.600, 105, S00, B00, 1
B00, Trade, 259056.700, 62, S05, B00, 1
B00, Trade, 259062.233, 61, S10, B00, 1
B00, Trade, 259063.100, 72, S05, B00, 1
B00, Trade, 259071.467, 60, S08, B00, 1
B00, Trade, 259074.500, 63, S14, B00, 1
B00, Trade, 259082.033, 68, S03, B00, 1
B00, Trade, 259084.833, 66, S14, B00, 1
B00, Trade, 259091.267, 60, S14, B00, 1
B00, Trade, 259096.133, 81, S06, B00, 1
B00, Trade, 259103.800, 71, S07, B00, 1
B00, Trade, 259107.400, 96, S00, B00, 1
B00, Trade, 259114.967, 102, B00, S03, 1
B00, Trade, 259123.567, 126, B00, S07, 1
B00, Trade, 259127.700, 117, S02, B00, 1
B00, Trade, 259138.967, 134, B00, S14, 1
B00, Trade, 259140.133, 136, S00, B00, 1
B00, Trade, 259153.900, 122, B00, S01, 1
B00, Trade, 259156.733, 128, S06, B00, 1
B00, Trade, 259166.233, 139, S02, B00, 1
B00, Trade, 259170.300, 133, B00, S11, 1
B00, Trade, 259176.700, 60, S00, B00, 1
B00, Trade, 259181.200, 129, S12, B00, 1
B00, Trade, 259186.333, 105, B00, S08, 1
B00, Trade, 259191.200, 114, S14, B00, 1
B00, Trade, 259198.633, 66, S06, B00, 1
B01, 100
B01, Trade, 258567.800, 136, B01, S13, 1
B01, Trade, 258576.400, 120, B01, S03, 1
B01, Trade, 258579.633, 125, S06, B01, 1
B01, Trade, 258585.733, 108, B01, S01, 1
B01, Trade, 258587.933, 114, B01, S02, 1
B01, Trade, 258593.067, 140, B01, S04, 1
B01, Trade, 258598.567, 85, B01, S08, 1
B01, Trade, 258606.700, 127, B01, S13, 1
B01, Trade, 258611.633, 140, B01, S05, 1
B01, Trade, 258617.267, 65, B01, S05, 1
B01, Trade, 258622.333, 140, B01, S04, 1
B01, Trade, 258627.967, 140, B01, S04, 1
B01, Trade, 258629.867, 140, B01, S01, 1
B01, Trade, 258638.867, 131, B01, S03, 1
B01, Trade, 258642.333, 140, B01, S08, 1
B01, Trade, 258643.300, 140, B01, S13, 1
B01, Trade, 258651.233, 79, B01, S03, 1
B01, Trade, 258656.600, 61, B01, S00, 1
B01, Trade, 258657.333, 61, B01, S01, 1
B01, Trade, 258668.067, 140, B01, S13, 1
B01, Trade, 258675.033, 138, B01, S05, 1
B01, Trade, 258679.667, 140, B01, S08, 1
B01, Trade, 258687.633, 119, B01, S08, 1
B01, Trade, 258690.600, 140, B01, S10, 1
B01, Trade, 258695.500, 140, B01, S03, 1
B01, Trade, 258701.267, 79, B01, S08, 1
B01, Trade, 258716.967, 63, B01, S03, 1
B01, Trade, 258723.400, 61, S01, B01, 1
B01, Trade, 258723.800, 63, S08, B01, 1
B01, Trade, 258738.133, 71, B01, S08, 1
B01, Trade, 258748.433, 140, B01, S11, 1
B01, Trade, 258753.233, 130, B01, S07, 1
B01, Trade, 258755.833, 140, B01, S10, 1
B01, Trade, 258761.467, 136, B01, S00, 1
B01, Trade, 258769.333, 60, S09, B01, 1
B01, Trade, 258777.300, 60, S02, B01, 1
B01, Trade, 258779.700, 61, S07, B01, 1
B01, Trade, 258790.133, 103, B01, S04, 1
B01, Trade, 258798.033, 140, B01, S10, 1
B01, Trade, 258802.667, 140, B01, S13, 1
B01, Trade, 258808.167, 137, B01, S01, 1
B01, Trade, 258814.000, 98, B01, S11, 1
B01, Trade, 258817.833, 120, B01, S03, 1
B01, Trade, 258820.067, 140, B01, S08, 1
B01, Trade, 258830.333, 136, S00, B01, 1
B01, Trade, 258836.267, 61, S01, B01, 1
B01, Trade, 258857.467, 127, B01, S11, 1
B01, Trade, 258864.467, 60, S14, B01, 1
B01, Trade, 258868.233, 69, B01, S05, 1
B01, Trade, 258873.967, 60, S14, B01, 1
B01, Trade, 258878.900, 63, B01, S04, 1
B01, Trade, 258887.767, 76, B01, S04, 1
B01, Trade, 258898.533, 92, B01, S05, 1
B01, Trade, 258909.067, 66, S10, B01, 1
B01, Trade, 258914.467, 60, S10, B01, 1
B01, Trade, 258919.167, 60, S06, B01, 1
B01, Trade, 258926.900, 127, B01, S03, 1
B01, Trade, 258929.200, 140, B01, S08, 1
B01, Trade, 258933.233, 140, B01, S10, 1
B01, Trade, 258936.333, 137, S09, B01, 1
B01, Trade, 258944.500, 140, B01, S10, 1
B01, Trade, 258949.367, 140, B01, S04, 1
B01, Trade, 258952.733, 132, B01, S01, 1
B01, Trade, 258966.433, 60, S09, B01, 1
B01, Trade, 258973.667, 78, B01, S10, 1
B01, Trade, 258978.067, 140, B01, S05, 1
B01, Trade, 258985.933, 140, B01, S01, 1
B01, Trade, 258990.967, 140, B01, S00, 1
B01, Trade, 258992.667, 132, B01, S03, 1
B01, Trade, 259000.333, 119, B01, S11, 1
B01, Trade, 259006.400, 139, B01, S08, 1
B01, Trade, 259015.300, 123, B01, S10, 1
B01, Trade, 259022.000, 140, B01, S11, 1
B01, Trade, 259025.800, 140, B01, S10, 1
B01, Trade, 259030.367, 140, B01, S11, 1
B01, Trade, 259040.833, 60, S00, B01, 1
B01, Trade, 259045.867, 132, B01, S07, 1
B01, Trade, 259052.333, 139, B01, S10, 1
B01, Trade, 259056.133, 61, B01, S06, 1
B01, Trade, 259063.200, 61, B01, S07, 1
B01, Trade, 259067.633, 61, S02, B01, 1
B01, Trade, 259076.000, 63, S10, B01, 1
B01, Trade, 259081.767, 64, B01, S10, 1
B01, Trade, 259089.200, 97, B01, S03, 1
B01, Trade, 259094.833, 66, S05, B01, 1
B01, Trade, 259101.700, 60, S00, B01, 1
B01, Trade, 259108.867, 88, B01, S13, 1
B01, Trade, 259111.367, 79, B01, S10, 1
B01, Trade, 259118.967, 123, B01, S13, 1
B01, Trade, 259126.800, 99, B01, S10, 1
B01, Trade, 259137.867, 135, B01, S01, 1
B01, Trade, 259140.400, 106, B01, S11, 1
B01, Trade, 259146.833, 140, B01, S05, 1
B01, Trade, 259157.133, 119, B01, S03, 1
B01, Trade, 259164.567, 140, B01, S14, 1
B01, Trade, 259174.100, 140, B01, S07, 1
B01, Trade, 259176.433, 60, S14, B01, 1
B01, Trade, 259183.467, 101, B01, S10, 1
B01, Trade, 259186.267, 130, B01, S11, 1
B01, Trade, 259191.600, 113, B01, S05, 1
B02, 100
B02, Trade, 258201.767, 114, B02, S05, 1
B02, Trade, 258211.333, 108, B02, S08, 1
B02, Trade, 258224.833, 109, B02, S05, 1
B02, Trade, 258236.900, 100, B02, S05, 1
B02, Trade, 258246.933, 106, B02, S04, 1
B02, Trade, 258254.167, 62, S05, B02, 1
B02, Trade, 258262.400, 64, S08, B02, 1
B02, Trade, 258266.200, 62, S02, B02, 1
B02, Trade, 258269.533, 68, B02, S03, 1
B02, Trade, 258272.833, 60, S00, B02, 1
B02, Trade, 258293.133, 92, B02, S05, 1
B02, Trade, 258302.100, 111, B02, S11, 1
B02, Trade, 258321.033, 103, B02, S03, 1
B02, Trade, 258330.467, 107, B02, S08, 1
B02, Trade, 258333.933, 61, S07, B02, 1
B02, Trade, 258348.600, 60, S02, B02, 1
B02, Trade, 258362.833, 103, B02, S04, 1
B02, Trade, 258374.333, 64, S03, B02, 1
B02, Trade, 258376.833, 66, S08, B02, 1
B02, Trade, 258383.067, 95, B02, S08, 1
B02, Trade, 258389.700, 62, S08, B02, 1
B02, Trade, 258397.333, 110, B02, S11, 1
B02, Trade, 258418.700, 116, B02, S08, 1
B02, Trade, 258420.167, 78, B02, S08, 1
B02, Trade, 258439.733, 115, B02, S03, 1
B02, Trade, 258444.633, 60, S14, B02, 1
B02, Trade, 258453.467, 61, S00, B02, 1
B02, Trade, 258455.800, 60, S09, B02, 1
B02, Trade, 258476.567, 117, B02, S03, 1
B02, Trade, 258478.233, 101, B02, S13, 1
B02, Trade, 258486.667, 106, B02, S11, 1
B02, Trade, 258494.500, 81, B02, S03, 1
B02, Trade, 258498.600, 60, S00, B02, 1
B02, Trade, 258504.033, 79, B02, S10, 1
B02, Trade, 258511.267, 60, S06, B02, 1
B02, Trade, 258513.900, 61, S04, B02, 1
B02, Trade, 258517.233, 60, S08, B02, 1
B02, Trade, 258532.933, 89, B02, S08, 1
B02, Trade, 258542.633, 108, B02, S10, 1
B02, Trade, 258560.033, 107, B02, S08, 1
B02, Trade, 258561.767, 60, S02, B02, 1
B02, Trade, 258581.567, 93, B02, S10, 1
B02, Trade, 258589.800, 128, B02, S08, 1
B02, Trade, 258630.967, 114, B02, S11, 1
B02, Trade, 258636.033, 100, B02, S05, 1
B02, Trade, 258651.067, 116, B02, S08, 1
B02, Trade, 258653.700, 63, B02, S08, 1
B02, Trade, 258663.267, 78, B02, S07, 1
B02, Trade, 258675.333, 109, B02, S10, 1
B02, Trade, 258701.167, 79, S11, B02, 1
B02, Trade, 258705.833, 60, S14, B02, 1
B02, Trade, 258716.000, 70, S06, B02, 1
B02, Trade, 258726.800, 82, S09, B02, 1
B02, Trade, 258732.567, 61, B02, S05, 1
B02, Trade, 258733.733, 64, S08, B02, 1
B02, Trade, 258740.900, 117, B02, S01, 1
B02, Trade, 258753.367, 106, B02, S04, 1
B02, Trade, 258765.200, 93, B02, S08, 1
B02, Trade, 258775.200, 60, S03, B02, 1
B02, Trade, 258785.700, 61, B02, S08, 1
B02, Trade, 258790.400, 97, B02, S10, 1
B02, Trade, 258830.933, 102, B02, S05, 1
B02, Trade, 258839.033, 84, B02, S05, 1
B02, Trade, 258842.767, 65, S08, B02, 1
B02, Trade, 258859.667, 119, B02, S10, 1
B02, Trade, 258869.367, 66, S10, B02, 1
B02, Trade, 258878.433, 61, B02, S10, 1
B02, Trade, 258885.300, 60, S02, B02, 1
B02, Trade, 258892.467, 115, B02, S11, 1
B02, Trade, 258900.533, 87, B02, S13, 1
B02, Trade, 258902.667, 70, B02, S03, 1
B02, Trade, 258909.500, 67, S01, B02, 1
B02, Trade, 258914.067, 67, S08, B02, 1
B02, Trade, 258921.800, 117, B02, S13, 1
B02, Trade, 258935.833, 118, B02, S03, 1
B02, Trade, 258948.433, 114, B02, S05, 1
B02, Trade, 258960.967, 61, B02, S01, 1
B02, Trade, 258965.633, 60, S14, B02, 1
B02, Trade, 258973.867, 81, B02, S08, 1
B02, Trade, 259002.333, 118, B02, S05, 1
B02, Trade, 259017.933, 93, B02, S05, 1
B02, Trade, 259034.600, 74, B02, S01, 1
B02, Trade, 259039.400, 60, S13, B02, 1
B02, Trade, 259043.233, 64, S01, B02, 1
B02, Trade, 259056.800, 62, S02, B02, 1
B02, Trade, 259063.467, 79, S11, B02, 1
B02, Trade, 259067.933, 62, S09, B02, 1
B02, Trade, 259071.167, 60, S02, B02, 1
B02, Trade, 259077.667, 60, S09, B02, 1
B02, Trade, 259087.667, 66, S04, B02, 1
B02, Trade, 259092.733, 61, S10, B02, 1
B02, Trade, 259095.333, 80, S09, B02, 1
B02, Trade, 259103.100, 64, S01, B02, 1
B02, Trade, 259107.500, 84, B02, S04, 1
B02, Trade, 259142.667, 120, B02, S05, 1
B02, Trade, 259149.500, 120, B02, S03, 1
B02, Trade, 259153.267, 107, B02, S07, 1
B02, Trade, 259161.067, 98, B02, S13, 1
B02, Trade, 259186.733, 73, B02, S01, 1
B02, Trade, 259198.700, 67, S08, B02, 1
B03, 100
B03, Trade, 258574.467, 119, B03, S11, 1
B03, Trade, 258579.700, 124, B03, S05, 1
B03, Trade, 258582.067, 87, B03, S13, 1
B03, Trade, 258588.400, 121, B03, S05, 1
B03, Trade, 258593.333, 140, B03, S14, 1
B03, Trade, 258598.333, 87, B03, S11, 1
B03, Trade, 258606.200, 127, B03, S10, 1
B03, Trade, 258611.300, 140, B03, S13, 1
B03, Trade, 258612.567, 140, B03, S02, 1
B03, Trade, 258622.933, 140, B03, S03, 1
B03, Trade, 258625.633, 139, B03, S10, 1
B03, Trade, 258628.867, 140, B03, S13, 1
B03, Trade, 258637.933, 111, B03, S01, 1
B03, Trade, 258641.767, 140, B03, S10, 1
B03, Trade, 258644.700, 96, B03, S03, 1
B03, Trade, 258649.033, 119, S13, B03, 1
B03, Trade, 258653.033, 70, B03, S03, 1
B03, Trade, 258660.533, 70, B03, S03, 1
B03, Trade, 258663.867, 74, B03, S01, 1
B03, Trade, 258672.267, 119, B03, S07, 1
B03, Trade, 258674.767, 139, S09, B03, 1
B03, Trade, 258686.333, 140, B03, S00, 1
B03, Trade, 258689.167, 133, B03, S01, 1
B03, Trade, 258694.267, 140, B03, S10, 1
B03, Trade, 258706.933, 61, B03, S03, 1
B03, Trade, 258713.400, 60, S03, B03, 1
B03, Trade, 258724.233, 65, B03, S07, 1
B03, Trade, 258724.900, 66, B03, S05, 1
B03, Trade, 258735.433, 68, B03, S05, 1
B03, Trade, 258740.433, 140, B03, S13, 1
B03, Trade, 258749.167, 129, B03, S01, 1
B03, Trade, 258760.833, 123, B03, S07, 1
B03, Trade, 258769.600, 60, S14, B03, 1
B03, Trade, 258771.533, 64, S13, B03, 1
B03, Trade, 258778.133, 60, B03, S03, 1
B03, Trade, 258779.967, 61, S14, B03, 1
B03, Trade, 258786.733, 60, S10, B03, 1
B03, Trade, 258793.167, 130, B03, S07, 1
B03, Trade, 258797.100, 140, B03, S11, 1
B03, Trade, 258801.600, 140, B03, S03, 1
B03, Trade, 258811.567, 91, B03, S01, 1
B03, Trade, 258821.267, 140, B03, S04, 1
B03, Trade, 258825.367, 140, B03, S05, 1
B03, Trade, 258847.700, 62, B03, S11, 1
B03, Trade, 258856.933, 125, B03, S05, 1
B03, Trade, 258859.233, 125, B03, S03, 1
B03, Trade, 258864.700, 60, S06, B03, 1
B03, Trade, 258868.167, 71, S14, B03, 1
B03, Trade, 258877.333, 63, B03, S06, 1
B03, Trade, 258880.133, 61, B03, S03, 1
B03, Trade, 258886.100, 62, S08, B03, 1
B03, Trade, 258888.233, 77, B03, S05, 1
B03, Trade, 258898.133, 92, B03, S13, 1
B03, Trade, 258909.767, 70, B03, S08, 1
B03, Trade, 258921.333, 63, B03, S11, 1
