prde, 000113, 99, 144, PRDE, 3952, 60, 65.866667, 
prde, 000114, 101, 127, PRDE, 4024, 60, 67.066667, 
prde, 000115, 92, 112, PRDE, 4065, 60, 67.750000, 
prde, 000116, 84, 127, PRDE, 4081, 60, 68.016667, 
prde, 000117, 84, 127, PRDE, 4114, 60, 68.566667, 
prde, 000119, 99, 121, PRDE, 4164, 60, 69.400000, 
prde, 000121, 113, 121, PRDE, 4203, 60, 70.050000, 
prde, 000121, 104, 121, PRDE, 4234, 60, 70.566667, 
prde, 000121, 104, 131, PRDE, 4259, 60, 70.983333, 
prde, 000124, 107, 123, PRDE, 4295, 60, 71.583333, 
prde, 000125, 94, 127, PRDE, 4317, 60, 71.950000, 
prde, 000126, 93, 127, PRDE, 4361, 60, 72.683333, 
prde, 000127, 98, 139, PRDE, 4394, 60, 73.233333, 
prde, 000129, 99, 103, PRDE, 4449, 60, 74.150000, 
prde, 000130, 95, 103, PRDE, 4517, 60, 75.283333, 
prde, 000131, 98, 117, PRDE, 4570, 60, 76.166667, 
prde, 000131, 97, 117, PRDE, 4606, 60, 76.766667, 
prde, 000134, 101, 135, PRDE, 4617, 60, 76.950000, 
prde, 000139, 119, 144, PRDE, 4695, 60, 78.250000, 
prde, 000139, 113, 145, PRDE, 4725, 60, 78.750000, 
prde, 000139, 105, 150, PRDE, 4766, 60, 79.433333, 
prde, 000139, 95, 151, PRDE, 4837, 60, 80.616667, 
prde, 000141, 94, 115, PRDE, 4875, 60, 81.250000, 
prde, 000141, 84, 115, PRDE, 4908, 60, 81.800000, 
prde, 000143, 98, 115, PRDE, 4966, 60, 82.766667, 
prde, 000146, 91, 114, PRDE, 5007, 60, 83.450000, 
prde, 000148, 103, 106, PRDE, 5057, 60, 84.283333, 
prde, 000149, 101, 108, PRDE, 5093, 60, 84.883333, 
prde, 000150, 94, 116, PRDE, 5129, 60, 85.483333, 
prde, 000152, 94, 116, PRDE, 5181, 60, 86.350000, 
prde, 000153, 92, 116, PRDE, 5247, 60, 87.450000, 
prde, 000157, 109, 131, PRDE, 5299, 60, 88.316667, 
prde, 000157, 109, 131, PRDE, 5368, 60, 89.466667, 
prde, 000158, 106, 113, PRDE, 5401, 60, 90.016667, 
prde, 000163, 94, 135, PRDE, 5450, 60, 90.833333, 
prde, 000163, 91, 135, PRDE, 5472, 60, 91.200000, 
prde, 000164, 105, 135, PRDE, 5516, 60, 91.933333, 
prde, 000165, 96, 120, PRDE, 5560, 60, 92.666667, 
prde, 000169, 93, 151, PRDE, 5612, 60, 93.533333, 
prde, 000169, 103, 146, PRDE, 5664, 60, 94.400000, 
prde, 000171, 101, 118, PRDE, 5732, 60, 95.533333, 
prde, 000173, 94, 139, PRDE, 5757, 60, 95.950000, 
prde, 000174, 91, 122, PRDE, 5812, 60, 96.866667, 
prde, 000175, 94, 122, PRDE, 5840, 60, 97.333333, 
prde, 000177, 89, 112, PRDE, 5898, 60, 98.300000, 
prde, 000178, 118, 134, PRDE, 5956, 60, 99.266667, 
prde, 000180, 95, 114, PRDE, 6022, 60, 100.366667, 
prde, 000180, 95, 130, PRDE, 6072, 60, 101.200000, 
prde, 000181, 95, 134, PRDE, 6100, 60, 101.666667, 
prde, 000182, 97, 128, PRDE, 6161, 60, 102.683333, 
prde, 000183, 95, 122, PRDE, 6225, 60, 103.750000, 
prde, 000185, 95, 128, PRDE, 6274, 60, 104.566667, 
prde, 000185, 86, 128, PRDE, 6304, 60, 105.066667, 
prde, 000188, 106, 124, PRDE, 6359, 60, 105.983333, 
prde, 000189, 103, 134, PRDE, 6411, 60, 106.850000, 
prde, 000195, 106, 155, PRDE, 6444, 60, 107.400000, 
prde, 000196, 103, 125, PRDE, 6513, 60, 108.550000, 
prde, 000197, 102, 125, PRDE, 6560, 60, 109.333333, 
prde, 000198, 87, 96, PRDE, 6582, 60, 109.700000, 
prde, 000199, 87, 123, PRDE, 6626, 60, 110.433333, 
prde, 000202, 95, 130, PRDE, 6659, 60, 110.983333, 
prde, 000202, 95, 130, PRDE, 6692, 60, 111.533333, 
prde, 000202, 90, 145, PRDE, 6736, 60, 112.266667, 
prde, 000205, 84, 145, PRDE, 6802, 60, 113.366667, 
prde, 000206, 93, 135, PRDE, 6865, 60, 114.416667, 
prde, 000208, 112, 148, PRDE, 6890, 60, 114.833333, 
prde, 000208, 101, 137, PRDE, 6953, 60, 115.883333, 
prde, 000210, 100, 135, PRDE, 7000, 60, 116.666667, 
prde, 000211, 97, 135, PRDE, 7041, 60, 117.350000, 
prde, 000214, 96, 122, PRDE, 7077, 60, 117.950000, 
prde, 000215, 94, 128, PRDE, 7126, 60, 118.766667, 
prde, 000216, 99, 151, PRDE, 7142, 60, 119.033333, 
