B00, 100
B00, Trade, 256855.100, 126, B00, S18, 1
B00, Trade, 256873.333, 110, B00, S25, 1
B00, Trade, 256881.017, 105, B00, S07, 1
B00, Trade, 256897.033, 114, B00, S11, 1
B00, Trade, 256963.117, 122, B00, S21, 1
B00, Trade, 257012.633, 128, B00, S29, 1
B00, Trade, 257055.950, 113, B00, S16, 1
B00, Trade, 257102.467, 129, S06, B00, 1
B00, Trade, 257112.200, 110, B00, S18, 1
B00, Trade, 257172.550, 109, B00, S28, 1
B00, Trade, 257182.233, 96, B00, S19, 1
B00, Trade, 257209.017, 126, B00, S16, 1
B00, Trade, 257316.983, 135, B00, S25, 1
B00, Trade, 257322.783, 132, B00, S14, 1
B00, Trade, 257335.133, 111, B00, S20, 1
B00, Trade, 257367.383, 120, B00, S16, 1
B00, Trade, 257397.733, 117, B00, S11, 1
B00, Trade, 257422.417, 124, B00, S04, 1
B00, Trade, 257429.683, 112, B00, S17, 1
B00, Trade, 257455.467, 131, B00, S13, 1
B00, Trade, 257470.117, 107, S14, B00, 1
B00, Trade, 257477.467, 98, B00, S25, 1
B00, Trade, 257584.417, 118, B00, S10, 1
B00, Trade, 257587.900, 126, B00, S01, 1
B00, Trade, 257598.817, 92, B00, S02, 1
B00, Trade, 257613.367, 92, B00, S16, 1
B00, Trade, 257629.133, 132, B00, S00, 1
B00, Trade, 257630.950, 117, B00, S20, 1
B00, Trade, 257643.300, 117, B00, S20, 1
B00, Trade, 257682.067, 123, B00, S28, 1
B00, Trade, 257698.650, 100, B00, S00, 1
B00, Trade, 257718.267, 118, B00, S25, 1
B00, Trade, 257724.367, 115, B00, S11, 1
B00, Trade, 257739.933, 118, B00, S19, 1
B00, Trade, 257781.683, 124, B00, S20, 1
B00, Trade, 257825.700, 106, B00, S01, 1
B00, Trade, 257854.250, 126, B00, S14, 1
B00, Trade, 257863.267, 84, B00, S27, 1
B00, Trade, 257880.867, 99, B00, S25, 1
B00, Trade, 257896.167, 123, B00, S05, 1
B00, Trade, 257923.083, 131, B00, S03, 1
B00, Trade, 257945.950, 122, B00, S00, 1
B00, Trade, 257968.400, 121, S03, B00, 1
B00, Trade, 257994.950, 90, B00, S20, 1
B00, Trade, 258009.117, 121, B00, S15, 1
B00, Trade, 258023.333, 138, B00, S27, 1
B00, Trade, 258028.950, 136, B00, S18, 1
B00, Trade, 258072.950, 121, B00, S21, 1
B00, Trade, 258100.200, 123, B00, S26, 1
B00, Trade, 258118.483, 105, B00, S20, 1
B00, Trade, 258145.800, 102, B00, S05, 1
B00, Trade, 258163.350, 124, B00, S13, 1
B00, Trade, 258257.250, 120, B00, S09, 1
B00, Trade, 258310.067, 132, B00, S28, 1
B00, Trade, 258330.100, 133, B00, S22, 1
B00, Trade, 258353.350, 129, B00, S07, 1
B00, Trade, 258370.767, 126, B00, S27, 1
B00, Trade, 258378.550, 108, S28, B00, 1
B00, Trade, 258393.450, 123, B00, S17, 1
B00, Trade, 258400.167, 116, B00, S17, 1
B00, Trade, 258426.317, 116, B00, S09, 1
B00, Trade, 258445.517, 129, B00, S19, 1
B00, Trade, 258465.883, 109, S28, B00, 1
B00, Trade, 258472.367, 131, B00, S23, 1
B00, Trade, 258476.767, 126, B00, S18, 1
B00, Trade, 258567.150, 123, B00, S03, 1
B00, Trade, 258584.717, 108, B00, S13, 1
B00, Trade, 258598.900, 132, B00, S23, 1
B00, Trade, 258629.467, 131, B00, S21, 1
B00, Trade, 258663.417, 116, B00, S17, 1
B00, Trade, 258696.083, 112, B00, S25, 1
B00, Trade, 258698.800, 107, B00, S05, 1
B00, Trade, 258705.217, 112, B00, S13, 1
B00, Trade, 258709.550, 103, B00, S04, 1
B00, Trade, 258719.550, 85, B00, S04, 1
B00, Trade, 258741.400, 113, B00, S18, 1
B00, Trade, 258776.283, 118, B00, S20, 1
B00, Trade, 258791.367, 108, B00, S19, 1
B00, Trade, 258813.583, 101, B00, S29, 1
B00, Trade, 258872.967, 107, B00, S12, 1
B00, Trade, 258881.383, 130, B00, S28, 1
B00, Trade, 258891.883, 127, B00, S19, 1
B00, Trade, 258905.683, 126, B00, S16, 1
B00, Trade, 258909.383, 118, B00, S11, 1
B00, Trade, 258927.233, 125, B00, S20, 1
B00, Trade, 258995.150, 121, B00, S02, 1
B00, Trade, 259009.600, 129, B00, S27, 1
B00, Trade, 259024.300, 131, B00, S19, 1
B00, Trade, 259041.617, 123, B00, S11, 1
B00, Trade, 259053.650, 128, B00, S14, 1
B00, Trade, 259066.867, 112, B00, S24, 1
B00, Trade, 259070.567, 137, B00, S25, 1
B00, Trade, 259101.217, 107, B00, S00, 1
B00, Trade, 259120.267, 127, B00, S20, 1
B00, Trade, 259133.067, 122, B00, S29, 1
B00, Trade, 259150.867, 120, B00, S27, 1
B00, Trade, 259172.150, 117, B00, S21, 1
B00, Trade, 259182.833, 111, B00, S28, 1
B00, Trade, 259188.783, 122, B00, S02, 1
B00, Trade, 259193.150, 120, B00, S25, 1
B01, 100
B01, Trade, 258068.217, 118, B01, S20, 1
B01, Trade, 258074.950, 122, B01, S17, 1
B01, Trade, 258088.467, 133, B01, S04, 1
B01, Trade, 258099.067, 129, S06, B01, 1
B01, Trade, 258101.200, 131, B01, S24, 1
B01, Trade, 258121.150, 104, B01, S14, 1
B01, Trade, 258128.167, 127, S00, B01, 1
B01, Trade, 258134.250, 117, B01, S08, 1
B01, Trade, 258175.100, 127, B01, S18, 1
B01, Trade, 258186.517, 136, S06, B01, 1
B01, Trade, 258196.900, 126, S15, B01, 1
B01, Trade, 258201.783, 135, B01, S18, 1
B01, Trade, 258220.500, 123, B01, S11, 1
B01, Trade, 258245.883, 128, B01, S20, 1
B01, Trade, 258260.067, 140, B01, S01, 1
B01, Trade, 258270.467, 130, B01, S20, 1
B01, Trade, 258293.083, 125, B01, S17, 1
B01, Trade, 258303.667, 119, S23, B01, 1
B01, Trade, 258305.983, 127, B01, S05, 1
