B00, 100
B00, Trade, 258515.583, 139, B00, S27, 1
B00, Trade, 258522.950, 133, B00, S25, 1
B00, Trade, 258526.667, 109, B00, S19, 1
B00, Trade, 258534.050, 123, B00, S06, 1
B00, Trade, 258536.750, 85, B00, S15, 1
B00, Trade, 258543.350, 128, B00, S15, 1
B00, Trade, 258546.383, 139, B00, S25, 1
B00, Trade, 258548.083, 96, S04, B00, 1
B00, Trade, 258567.467, 124, B00, S28, 1
B00, Trade, 258571.500, 109, S14, B00, 1
B00, Trade, 258580.783, 113, B00, S21, 1
B00, Trade, 258586.117, 111, S18, B00, 1
B00, Trade, 258592.800, 126, S14, B00, 1
B00, Trade, 258606.633, 109, S05, B00, 1
B00, Trade, 258614.783, 85, B00, S12, 1
B00, Trade, 258619.400, 131, B00, S28, 1
B00, Trade, 258625.950, 137, B00, S21, 1
B00, Trade, 258630.167, 111, S14, B00, 1
B00, Trade, 258638.717, 135, B00, S24, 1
B00, Trade, 258640.650, 123, B00, S13, 1
B00, Trade, 258650.200, 125, S03, B00, 1
B00, Trade, 258657.767, 124, B00, S00, 1
B00, Trade, 258660.033, 127, S03, B00, 1
B00, Trade, 258667.600, 133, B00, S06, 1
B00, Trade, 258675.967, 115, S12, B00, 1
B00, Trade, 258682.617, 128, S05, B00, 1
B00, Trade, 258690.217, 134, S20, B00, 1
B00, Trade, 258694.417, 73, B00, S24, 1
B00, Trade, 258708.567, 114, B00, S24, 1
B00, Trade, 258713.567, 114, S07, B00, 1
B00, Trade, 258721.283, 82, S19, B00, 1
B00, Trade, 258730.483, 112, B00, S29, 1
B00, Trade, 258736.900, 99, B00, S15, 1
B00, Trade, 258752.550, 111, S10, B00, 1
B00, Trade, 258763.317, 118, B00, S11, 1
B00, Trade, 258765.983, 131, S18, B00, 1
B00, Trade, 258771.283, 87, S29, B00, 1
B00, Trade, 258781.533, 81, S18, B00, 1
B00, Trade, 258785.450, 66, S10, B00, 1
B00, Trade, 258793.600, 78, B00, S00, 1
B00, Trade, 258804.833, 105, B00, S15, 1
B00, Trade, 258810.317, 127, B00, S19, 1
B00, Trade, 258815.617, 110, S05, B00, 1
B00, Trade, 258819.550, 110, S18, B00, 1
B00, Trade, 258826.883, 121, B00, S29, 1
B00, Trade, 258837.233, 106, B00, S17, 1
B00, Trade, 258841.533, 127, B00, S28, 1
B00, Trade, 258849.417, 108, B00, S19, 1
B00, Trade, 258854.500, 109, B00, S17, 1
B00, Trade, 258858.283, 106, B00, S15, 1
B00, Trade, 258861.800, 91, S01, B00, 1
B00, Trade, 258866.683, 120, B00, S24, 1
B00, Trade, 258874.917, 135, B00, S05, 1
B00, Trade, 258878.983, 139, B00, S08, 1
B00, Trade, 258883.567, 106, B00, S02, 1
B00, Trade, 258896.500, 71, B00, S15, 1
B00, Trade, 258910.167, 138, B00, S06, 1
B00, Trade, 258915.800, 91, B00, S25, 1
B00, Trade, 258917.167, 75, B00, S06, 1
B00, Trade, 258925.017, 106, S21, B00, 1
B00, Trade, 258936.850, 106, B00, S15, 1
B00, Trade, 258939.933, 111, S14, B00, 1
B00, Trade, 258945.483, 139, B00, S10, 1
B00, Trade, 258952.750, 122, B00, S00, 1
B00, Trade, 258954.100, 118, B00, S25, 1
B00, Trade, 258961.533, 113, B00, S17, 1
B00, Trade, 258965.000, 117, S18, B00, 1
B00, Trade, 258969.983, 114, B00, S26, 1
B00, Trade, 258981.217, 111, B00, S12, 1
B00, Trade, 258986.967, 129, B00, S25, 1
B00, Trade, 258995.183, 113, B00, S19, 1
B00, Trade, 259001.400, 124, S11, B00, 1
B00, Trade, 259010.117, 130, B00, S25, 1
B00, Trade, 259016.667, 121, S18, B00, 1
B00, Trade, 259020.133, 103, B00, S28, 1
B00, Trade, 259028.483, 112, B00, S21, 1
B00, Trade, 259032.917, 120, B00, S14, 1
B00, Trade, 259037.433, 91, S08, B00, 1
B00, Trade, 259056.067, 113, B00, S02, 1
B00, Trade, 259064.233, 69, S18, B00, 1
B00, Trade, 259068.900, 121, B00, S01, 1
B00, Trade, 259071.900, 134, B00, S13, 1
B00, Trade, 259082.583, 137, B00, S29, 1
B00, Trade, 259089.433, 126, B00, S13, 1
B00, Trade, 259096.367, 102, B00, S15, 1
B00, Trade, 259111.267, 139, B00, S21, 1
B00, Trade, 259113.567, 134, B00, S19, 1
B00, Trade, 259120.033, 126, B00, S14, 1
B00, Trade, 259125.050, 136, B00, S16, 1
B00, Trade, 259140.900, 100, B00, S15, 1
B00, Trade, 259148.583, 136, B00, S02, 1
B00, Trade, 259156.667, 97, S25, B00, 1
B00, Trade, 259160.117, 109, B00, S07, 1
B00, Trade, 259166.017, 113, S04, B00, 1
B00, Trade, 259170.150, 122, B00, S19, 1
B00, Trade, 259176.150, 116, B00, S08, 1
B00, Trade, 259180.633, 122, S26, B00, 1
B00, Trade, 259187.483, 131, B00, S08, 1
B00, Trade, 259191.867, 86, B00, S21, 1
B00, Trade, 259194.800, 78, B00, S00, 1
B01, 100
B01, Trade, 258672.967, 117, S03, B01, 1
B01, Trade, 258678.050, 140, B01, S22, 1
B01, Trade, 258681.667, 138, S18, B01, 1
B01, Trade, 258683.283, 140, B01, S16, 1
B01, Trade, 258689.400, 126, S05, B01, 1
B01, Trade, 258697.983, 139, B01, S16, 1
B01, Trade, 258703.733, 127, S20, B01, 1
B01, Trade, 258705.283, 140, B01, S11, 1
B01, Trade, 258710.667, 137, S10, B01, 1
B01, Trade, 258714.783, 105, S03, B01, 1
B01, Trade, 258720.917, 113, S05, B01, 1
B01, Trade, 258725.700, 139, B01, S00, 1
B01, Trade, 258733.233, 139, S14, B01, 1
B01, Trade, 258737.400, 120, S20, B01, 1
B01, Trade, 258740.367, 119, S03, B01, 1
B01, Trade, 258746.183, 129, S10, B01, 1
B01, Trade, 258752.667, 130, S05, B01, 1
B01, Trade, 258758.450, 140, B01, S15, 1
B01, Trade, 258762.650, 133, S10, B01, 1
B01, Trade, 258766.433, 131, S05, B01, 1
B01, Trade, 258769.367, 140, B01, S23, 1
B01, Trade, 258778.917, 140, B01, S15, 1
B01, Trade, 258784.783, 66, S12, B01, 1
B01, Trade, 258794.250, 126, S20, B01, 1
B01, Trade, 258800.550, 140, B01, S06, 1
B01, Trade, 258808.317, 140, B01, S20, 1
B01, Trade, 258814.317, 139, S20, B01, 1
B01, Trade, 258823.417, 139, B01, S29, 1
B01, Trade, 258828.967, 128, S03, B01, 1
B01, Trade, 258831.150, 140, B01, S08, 1
B01, Trade, 258834.333, 131, S10, B01, 1
B01, Trade, 258841.983, 132, S14, B01, 1
B01, Trade, 258848.117, 140, B01, S14, 1
B01, Trade, 258854.133, 95, S01, B01, 1
B01, Trade, 258854.783, 124, S14, B01, 1
B01, Trade, 258863.583, 140, S03, B01, 1
B01, Trade, 258869.050, 123, S12, B01, 1
B01, Trade, 258870.367, 126, S04, B01, 1
B01, Trade, 258882.517, 123, S05, B01, 1
B01, Trade, 258890.917, 128, S04, B01, 1
B01, Trade, 258897.350, 139, B01, S12, 1
B01, Trade, 258903.867, 140, B01, S27, 1
B01, Trade, 258905.267, 139, S20, B01, 1
B01, Trade, 258910.717, 140, B01, S08, 1
B01, Trade, 258918.783, 105, S18, B01, 1
B01, Trade, 258922.833, 123, S22, B01, 1
B01, Trade, 258926.533, 140, B01, S25, 1
B01, Trade, 258929.817, 128, S20, B01, 1
B01, Trade, 258940.667, 114, S20, B01, 1
B01, Trade, 258944.133, 140, B01, S20, 1
B01, Trade, 258946.767, 121, S03, B01, 1
B01, Trade, 258951.867, 136, S14, B01, 1
B01, Trade, 258955.783, 139, B01, S29, 1
B01, Trade, 258965.200, 119, S03, B01, 1
B01, Trade, 258967.617, 134, B01, S16, 1
B01, Trade, 258974.150, 140, B01, S03, 1
B01, Trade, 258979.250, 136, S14, B01, 1
B01, Trade, 258984.950, 140, B01, S26, 1
B01, Trade, 258991.383, 140, B01, S00, 1
B01, Trade, 258995.383, 134, S10, B01, 1
B01, Trade, 259000.017, 129, S10, B01, 1
B01, Trade, 259002.133, 140, B01, S13, 1
B01, Trade, 259010.183, 136, S14, B01, 1
B01, Trade, 259015.533, 137, B01, S15, 1
B01, Trade, 259018.550, 122, S05, B01, 1
B01, Trade, 259021.900, 136, S08, B01, 1
B01, Trade, 259030.467, 120, S13, B01, 1
B01, Trade, 259032.467, 128, S03, B01, 1
B01, Trade, 259041.083, 135, S04, B01, 1
B01, Trade, 259042.700, 140, B01, S12, 1
B01, Trade, 259047.567, 140, B01, S13, 1
B01, Trade, 259056.167, 123, S16, B01, 1
B01, Trade, 259059.567, 136, B01, S11, 1
B01, Trade, 259068.100, 114, S29, B01, 1
B01, Trade, 259069.850, 134, S04, B01, 1
B01, Trade, 259074.100, 128, S14, B01, 1
B01, Trade, 259079.083, 129, S05, B01, 1
B01, Trade, 259082.867, 140, B01, S24, 1
B01, Trade, 259090.183, 106, S09, B01, 1
B01, Trade, 259092.767, 128, S18, B01, 1
B01, Trade, 259101.150, 131, S18, B01, 1
B01, Trade, 259109.050, 137, B01, S28, 1
B01, Trade, 259115.233, 120, S01, B01, 1
B01, Trade, 259116.400, 74, S17, B01, 1
B01, Trade, 259123.750, 137, S23, B01, 1
B01, Trade, 259128.483, 135, B01, S02, 1
B01, Trade, 259132.283, 140, S18, B01, 1
B01, Trade, 259136.533, 77, S25, B01, 1
B01, Trade, 259141.817, 117, S04, B01, 1
B01, Trade, 259147.800, 132, S03, B01, 1
B01, Trade, 259154.883, 140, B01, S06, 1
B01, Trade, 259158.117, 140, B01, S15, 1
B01, Trade, 259165.567, 112, S10, B01, 1
B01, Trade, 259168.450, 122, S04, B01, 1
