Trd, 258570.533, 134
Trd, 258570.550, 128
Trd, 258570.567, 118
Trd, 258571.150, 111
Trd, 258571.867, 111
Trd, 258572.050, 108
Trd, 258572.133, 103
Trd, 258572.650, 108
Trd, 258572.733, 107
Trd, 258572.783, 101
Trd, 258573.350, 121
Trd, 258573.383, 106
Trd, 258573.900, 140
Trd, 258573.983, 140
Trd, 258574.067, 140
Trd, 258574.133, 139
Trd, 258574.200, 138
Trd, 258574.233, 106
Trd, 258574.283, 134
Trd, 258575.200, 99
Trd, 258575.833, 105
Trd, 258576.050, 106
Trd, 258576.083, 101
Trd, 258576.150, 114
Trd, 258576.800, 127
Trd, 258577.250, 118
Trd, 258577.317, 112
Trd, 258577.383, 112
Trd, 258577.400, 98
Trd, 258577.967, 108
Trd, 258577.983, 101
Trd, 258578.200, 98
Trd, 258578.500, 128
Trd, 258578.533, 130
Trd, 258578.583, 103
Trd, 258578.800, 96
Trd, 258578.917, 89
Trd, 258579.133, 97
Trd, 258579.183, 111
Trd, 258579.533, 125
Trd, 258579.733, 117
Trd, 258579.933, 112
Trd, 258580.850, 93
Trd, 258580.867, 96
Trd, 258581.000, 92
Trd, 258581.033, 92
Trd, 258581.050, 98
Trd, 258581.150, 102
Trd, 258581.350, 127
Trd, 258582.033, 106
Trd, 258583.683, 140
Trd, 258583.750, 129
Trd, 258583.767, 128
Trd, 258583.800, 121
Trd, 258584.400, 140
Trd, 258584.783, 125
Trd, 258585.267, 123
Trd, 258585.383, 117
Trd, 258585.917, 123
Trd, 258586.233, 134
Trd, 258586.417, 115
Trd, 258586.750, 116
Trd, 258586.850, 114
Trd, 258587.283, 110
Trd, 258587.300, 109
Trd, 258587.417, 108
Trd, 258587.450, 102
Trd, 258587.767, 118
Trd, 258587.817, 113
Trd, 258587.883, 104
Trd, 258588.400, 105
Trd, 258588.700, 106
Trd, 258588.800, 135
Trd, 258588.917, 93
Trd, 258589.033, 109
Trd, 258589.117, 92
Trd, 258589.283, 100
Trd, 258589.433, 118
Trd, 258589.850, 129
Trd, 258589.917, 90
Trd, 258590.133, 122
Trd, 258590.450, 119
Trd, 258590.550, 126
Trd, 258590.683, 106
Trd, 258591.100, 107
Trd, 258591.200, 109
Trd, 258591.550, 125
Trd, 258591.717, 140
Trd, 258591.817, 114
Trd, 258592.083, 113
Trd, 258592.133, 140
Trd, 258592.683, 137
Trd, 258592.717, 135
Trd, 258592.850, 120
Trd, 258593.233, 116
Trd, 258593.467, 89
Trd, 258594.317, 125
Trd, 258594.650, 96
Trd, 258594.750, 95
Trd, 258594.867, 106
Trd, 258594.883, 126
Trd, 258595.500, 99
Trd, 258595.700, 115
Trd, 258595.783, 97
Trd, 258596.033, 96
Trd, 258596.083, 99
Trd, 258596.350, 134
Trd, 258596.483, 137
Trd, 258596.617, 94
Trd, 258597.150, 140
Trd, 258597.317, 140
Trd, 258597.450, 139
Trd, 258598.383, 135
Trd, 258598.533, 119
Trd, 258599.083, 136
Trd, 258599.150, 127
Trd, 258599.850, 112
Trd, 258599.967, 106
Trd, 258600.100, 98
Trd, 258600.267, 125
Trd, 258600.433, 128
Trd, 258600.550, 123
Trd, 258600.667, 95
Trd, 258601.167, 110
Trd, 258601.467, 137
Trd, 258601.883, 129
Trd, 258602.050, 129
Trd, 258602.183, 128
Trd, 258602.267, 125
Trd, 258602.483, 117
Trd, 258603.250, 108
Trd, 258603.383, 102
Trd, 258603.650, 99
Trd, 258603.750, 99
Trd, 258604.233, 122
Trd, 258604.367, 113
Trd, 258604.767, 111
Trd, 258604.900, 105
Trd, 258604.917, 102
Trd, 258605.217, 113
Trd, 258605.250, 89
Trd, 258605.433, 82
Trd, 258605.500, 78
Trd, 258605.533, 98
Trd, 258605.950, 101
Trd, 258606.033, 115
Trd, 258606.317, 110
Trd, 258606.633, 139
Trd, 258607.467, 137
Trd, 258607.600, 133
Trd, 258607.750, 139
Trd, 258608.433, 119
Trd, 258608.617, 113
Trd, 258608.733, 100
Trd, 258609.100, 120
Trd, 258609.467, 115
Trd, 258609.500, 115
Trd, 258609.750, 133
Trd, 258609.783, 118
Trd, 258610.250, 120
Trd, 258610.517, 123
Trd, 258610.900, 136
Trd, 258611.067, 127
Trd, 258611.217, 120
Trd, 258611.383, 115
Trd, 258611.717, 133
Trd, 258611.833, 117
Trd, 258611.850, 116
Trd, 258611.883, 128
Trd, 258612.083, 139
Trd, 258612.233, 115
Trd, 258612.367, 113
Trd, 258612.483, 140
Trd, 258613.350, 106
Trd, 258613.700, 113
Trd, 258613.800, 139
Trd, 258614.033, 118
Trd, 258614.133, 117
Trd, 258614.917, 107
Trd, 258615.200, 93
Trd, 258615.967, 130
Trd, 258616.833, 138
Trd, 258617.017, 140
Trd, 258617.233, 127
Trd, 258617.300, 122
Trd, 258617.367, 120
Trd, 258617.583, 119
Trd, 258617.850, 114
Trd, 258617.983, 111
Trd, 258618.133, 113
Trd, 258618.517, 117
Trd, 258618.850, 118
Trd, 258618.900, 114
Trd, 258619.250, 122
Trd, 258619.317, 108
Trd, 258619.350, 135
Trd, 258619.983, 139
Trd, 258620.250, 119
Trd, 258620.550, 103
Trd, 258620.617, 103
Trd, 258620.683, 101
Trd, 258621.000, 89
Trd, 258621.067, 82
Trd, 258622.233, 105
Trd, 258622.733, 135
Trd, 258622.783, 137
Trd, 258622.900, 118
Trd, 258623.267, 124
Trd, 258624.000, 114
Trd, 258624.017, 111
Trd, 258624.367, 123
Trd, 258624.400, 123
Trd, 258624.500, 106
Trd, 258625.300, 122
Trd, 258625.350, 103
Trd, 258625.550, 123
Trd, 258625.917, 120
Trd, 258626.017, 119
Trd, 258626.250, 134
Trd, 258626.383, 126
Trd, 258627.033, 126
Trd, 258627.050, 113
Trd, 258627.267, 109
Trd, 258627.517, 117
Trd, 258627.550, 119
Trd, 258627.633, 115
Trd, 258627.767, 105
Trd, 258627.817, 98
Trd, 258628.117, 112
Trd, 258628.483, 132
Trd, 258628.633, 96
Trd, 258628.950, 94
Trd, 258629.033, 102
Trd, 258629.200, 124
Trd, 258629.233, 123
Trd, 258629.283, 117
Trd, 258629.650, 139
Trd, 258629.750, 115
Trd, 258630.150, 115
Trd, 258630.250, 111
Trd, 258630.533, 110
Trd, 258630.617, 100
Trd, 258631.033, 129
Trd, 258631.200, 123
Trd, 258631.400, 104
Trd, 258631.667, 103
Trd, 258631.700, 99
Trd, 258632.033, 140
Trd, 258632.333, 138
Trd, 258632.783, 128
Trd, 258633.167, 126
Trd, 258633.867, 125
Trd, 258634.017, 110
Trd, 258634.383, 121
Trd, 258634.683, 106
Trd, 258634.783, 97
Trd, 258634.967, 102
Trd, 258635.133, 124
Trd, 258635.283, 134
Trd, 258635.733, 139
Trd, 258635.967, 125
Trd, 258637.467, 119
Trd, 258637.517, 118
Trd, 258637.667, 129
Trd, 258637.833, 110
Trd, 258637.917, 109
Trd, 258638.117, 107
Trd, 258638.533, 131
Trd, 258639.067, 133
Trd, 258639.150, 139
Trd, 258639.317, 140
Trd, 258639.533, 132
Trd, 258639.667, 128
Trd, 258639.717, 115
Trd, 258640.183, 126
Trd, 258640.217, 113
Trd, 258640.567, 108
Trd, 258640.600, 104
Trd, 258640.733, 120
Trd, 258640.833, 103
Trd, 258640.950, 128
Trd, 258641.083, 126
Trd, 258641.250, 102
Trd, 258641.433, 119
Trd, 258641.617, 99
Trd, 258641.850, 103
Trd, 258642.283, 113
Trd, 258642.600, 118
Trd, 258642.967, 112
Trd, 258643.150, 108
Trd, 258643.750, 115
Trd, 258643.783, 112
Trd, 258644.000, 136
Trd, 258644.183, 112
Trd, 258644.367, 103
Trd, 258644.483, 99
Trd, 258645.100, 97
Trd, 258646.000, 115
Trd, 258646.733, 130
Trd, 258646.933, 127
Trd, 258647.083, 133
Trd, 258647.133, 114
Trd, 258647.333, 116
Trd, 258647.767, 114
Trd, 258648.117, 139
Trd, 258648.267, 140
Trd, 258648.283, 128
Trd, 258648.583, 127
Trd, 258648.867, 129
Trd, 258649.583, 140
Trd, 258650.033, 120
Trd, 258650.083, 119
Trd, 258650.533, 119
Trd, 258650.933, 114
Trd, 258650.950, 112
Trd, 258651.017, 138
Trd, 258651.100, 110
Trd, 258651.267, 127
