B00, 100
B00, Trade, 258633.767, 132, B00, S27, 1
B00, Trade, 258641.550, 62, B00, S07, 1
B00, Trade, 258645.700, 140, B00, S12, 1
B00, Trade, 258653.883, 90, B00, S04, 1
B00, Trade, 258659.850, 90, B00, S03, 1
B00, Trade, 258667.317, 140, B00, S11, 1
B00, Trade, 258672.150, 140, B00, S24, 1
B00, Trade, 258675.850, 115, B00, S18, 1
B00, Trade, 258679.833, 126, B00, S26, 1
B00, Trade, 258687.600, 64, B00, S25, 1
B00, Trade, 258692.517, 140, B00, S27, 1
B00, Trade, 258693.183, 137, B00, S18, 1
B00, Trade, 258699.033, 93, B00, S10, 1
B00, Trade, 258706.917, 140, B00, S14, 1
B00, Trade, 258713.167, 134, B00, S27, 1
B00, Trade, 258714.517, 127, B00, S09, 1
B00, Trade, 258724.250, 91, B00, S06, 1
B00, Trade, 258724.800, 94, B00, S24, 1
B00, Trade, 258733.967, 95, B00, S24, 1
B00, Trade, 258737.567, 140, B00, S10, 1
B00, Trade, 258744.050, 135, B00, S03, 1
B00, Trade, 258748.733, 129, B00, S10, 1
B00, Trade, 258752.583, 140, B00, S17, 1
B00, Trade, 258755.700, 83, B00, S27, 1
B00, Trade, 258762.300, 110, B00, S24, 1
B00, Trade, 258764.483, 133, B00, S12, 1
B00, Trade, 258777.267, 140, B00, S07, 1
B00, Trade, 258779.233, 119, B00, S09, 1
B00, Trade, 258787.683, 140, S14, B00, 1
B00, Trade, 258789.933, 131, B00, S08, 1
B00, Trade, 258796.083, 62, S23, B00, 1
B00, Trade, 258803.467, 117, B00, S07, 1
B00, Trade, 258811.683, 139, B00, S25, 1
B00, Trade, 258815.550, 140, B00, S16, 1
B00, Trade, 258824.650, 98, B00, S11, 1
B00, Trade, 258830.767, 140, B00, S18, 1
B00, Trade, 258839.717, 140, B00, S19, 1
B00, Trade, 258845.283, 107, B00, S11, 1
B00, Trade, 258847.667, 140, B00, S01, 1
B00, Trade, 258851.250, 133, B00, S09, 1
B00, Trade, 258857.350, 140, B00, S27, 1
B00, Trade, 258860.533, 101, B00, S11, 1
B00, Trade, 258868.600, 111, B00, S07, 1
B00, Trade, 258877.567, 140, B00, S09, 1
B00, Trade, 258886.650, 140, B00, S27, 1
B00, Trade, 258896.350, 140, B00, S06, 1
B00, Trade, 258899.067, 140, B00, S20, 1
B00, Trade, 258904.550, 140, B00, S16, 1
B00, Trade, 258908.867, 125, B00, S22, 1
B00, Trade, 258921.950, 102, B00, S16, 1
B00, Trade, 258931.367, 140, B00, S04, 1
B00, Trade, 258932.150, 137, B00, S07, 1
B00, Trade, 258936.367, 117, B00, S13, 1
B00, Trade, 258949.333, 140, B00, S11, 1
B00, Trade, 258954.750, 140, B00, S08, 1
B00, Trade, 258957.333, 140, B00, S03, 1
B00, Trade, 258960.517, 129, B00, S04, 1
B00, Trade, 258970.417, 140, S20, B00, 1
B00, Trade, 258976.317, 82, B00, S07, 1
B00, Trade, 258980.633, 109, B00, S27, 1
B00, Trade, 258993.617, 72, B00, S07, 1
B00, Trade, 258997.500, 140, B00, S15, 1
B00, Trade, 258999.000, 140, B00, S15, 1
B00, Trade, 259001.083, 137, B00, S16, 1
B00, Trade, 259007.583, 131, B00, S12, 1
B00, Trade, 259012.867, 98, B00, S27, 1
B00, Trade, 259020.183, 140, B00, S28, 1
B00, Trade, 259024.833, 137, B00, S05, 1
B00, Trade, 259028.083, 102, B00, S13, 1
B00, Trade, 259033.200, 140, B00, S03, 1
B00, Trade, 259039.967, 140, B00, S23, 1
B00, Trade, 259042.200, 137, B00, S06, 1
B00, Trade, 259049.617, 140, B00, S03, 1
B00, Trade, 259054.700, 81, B00, S11, 1
B00, Trade, 259060.567, 91, B00, S23, 1
B00, Trade, 259062.533, 130, B00, S16, 1
B00, Trade, 259066.233, 109, B00, S15, 1
B00, Trade, 259074.383, 92, B00, S15, 1
B00, Trade, 259077.617, 139, B00, S11, 1
B00, Trade, 259084.583, 94, B00, S18, 1
B00, Trade, 259090.850, 117, B00, S01, 1
B00, Trade, 259095.733, 117, B00, S03, 1
B00, Trade, 259100.467, 114, B00, S13, 1
B00, Trade, 259103.817, 77, B00, S11, 1
B00, Trade, 259106.917, 140, B00, S18, 1
B00, Trade, 259120.433, 74, B00, S06, 1
B00, Trade, 259125.567, 140, B00, S17, 1
B00, Trade, 259131.050, 95, B00, S24, 1
