B00, 0
B01, 0
B02, 2
B02, Trade, 152131.350, 65, B02, S02, 1
B02, Trade, 324656.900, 65, B02, S00, 1
B03, 3
B03, Trade, 243454.067, 67, B03, S02, 1
B03, Trade, 336735.850, 67, B03, S00, 1
B03, Trade, 429029.483, 64, B03, S01, 1
B04, 59
B04, Trade, 76074.617, 70, B04, S01, 1
B04, Trade, 95217.267, 71, B04, S02, 1
B04, Trade, 111137.000, 71, B04, S02, 1
B04, Trade, 159598.000, 71, B04, S02, 1
B04, Trade, 187202.400, 71, B04, S02, 1
B04, Trade, 255300.550, 71, B04, S04, 1
B04, Trade, 257442.217, 71, B04, S01, 1
B04, Trade, 258378.067, 71, B04, S02, 1
B04, Trade, 270181.967, 71, B04, S02, 1
B04, Trade, 270619.667, 71, B04, S02, 1
B04, Trade, 280849.600, 71, B04, S00, 1
B04, Trade, 281072.350, 71, B04, S00, 1
B04, Trade, 283720.767, 71, B04, S00, 1
B04, Trade, 287082.133, 71, B04, S00, 1
B04, Trade, 295237.883, 71, B04, S00, 1
B04, Trade, 331245.633, 71, B04, S01, 1
B04, Trade, 331486.117, 71, B04, S01, 1
B04, Trade, 331636.867, 71, B04, S01, 1
B04, Trade, 331663.317, 71, B04, S00, 1
B04, Trade, 331999.567, 71, B04, S01, 1
B04, Trade, 332018.467, 71, B04, S01, 1
B04, Trade, 332169.900, 71, B04, S00, 1
B04, Trade, 332197.150, 71, B04, S00, 1
B04, Trade, 332457.800, 71, B04, S00, 1
B04, Trade, 332680.517, 71, B04, S00, 1
B04, Trade, 332907.283, 71, B04, S01, 1
B04, Trade, 333264.733, 71, B04, S00, 1
B04, Trade, 333413.083, 71, B04, S02, 1
B04, Trade, 333458.500, 71, B04, S01, 1
B04, Trade, 333646.933, 71, B04, S01, 1
B04, Trade, 334163.733, 71, B04, S01, 1
B04, Trade, 334220.567, 71, B04, S03, 1
B04, Trade, 334364.833, 71, B04, S01, 1
B04, Trade, 334470.500, 71, B04, S01, 1
B04, Trade, 334539.650, 71, B04, S01, 1
B04, Trade, 334704.500, 71, B04, S00, 1
B04, Trade, 334750.000, 71, B04, S03, 1
B04, Trade, 334771.067, 71, B04, S01, 1
B04, Trade, 334957.100, 71, B04, S00, 1
B04, Trade, 335026.533, 71, B04, S00, 1
B04, Trade, 335297.467, 71, B04, S00, 1
B04, Trade, 335425.683, 71, B04, S02, 1
B04, Trade, 335457.650, 71, B04, S01, 1
B04, Trade, 335691.400, 71, B04, S01, 1
B04, Trade, 336262.283, 71, B04, S00, 1
B04, Trade, 336324.483, 71, B04, S02, 1
B04, Trade, 336570.283, 71, B04, S02, 1
B04, Trade, 336934.233, 71, B04, S01, 1
B04, Trade, 337340.133, 71, B04, S01, 1
B04, Trade, 337615.550, 71, B04, S00, 1
B04, Trade, 337668.683, 71, B04, S01, 1
B04, Trade, 337721.683, 71, B04, S00, 1
B04, Trade, 338121.700, 71, B04, S01, 1
B04, Trade, 338229.467, 71, B04, S00, 1
B04, Trade, 338374.100, 71, B04, S00, 1
B04, Trade, 362688.733, 71, B04, S00, 1
B04, Trade, 365912.450, 71, B04, S03, 1
B04, Trade, 405171.883, 71, B04, S03, 1
B04, Trade, 410219.467, 71, B04, S04, 1
B05, 100
B05, Trade, 155214.617, 73, B05, S00, 1
B05, Trade, 155585.583, 73, B05, S02, 1
B05, Trade, 155672.983, 73, B05, S04, 1
B05, Trade, 155777.517, 73, B05, S05, 1
B05, Trade, 156213.883, 73, B05, S03, 1
B05, Trade, 156516.183, 73, B05, S01, 1
B05, Trade, 156895.450, 73, B05, S00, 1
B05, Trade, 157000.067, 73, B05, S02, 1
B05, Trade, 157143.600, 73, B05, S03, 1
B05, Trade, 157237.433, 73, B05, S04, 1
B05, Trade, 157268.117, 73, B05, S03, 1
B05, Trade, 157380.300, 73, B05, S05, 1
B05, Trade, 157419.150, 73, B05, S02, 1
B05, Trade, 157578.700, 73, B05, S03, 1
B05, Trade, 157603.600, 73, B05, S04, 1
B05, Trade, 157846.433, 73, B05, S04, 1
B05, Trade, 157875.000, 73, B05, S04, 1
B05, Trade, 157958.250, 73, B05, S03, 1
B05, Trade, 158009.333, 73, B05, S02, 1
B05, Trade, 173901.433, 72, B05, S04, 1
B05, Trade, 187348.650, 73, B05, S01, 1
B05, Trade, 188401.767, 73, B05, S01, 1
B05, Trade, 188803.617, 73, B05, S02, 1
B05, Trade, 191486.800, 73, B05, S01, 1
B05, Trade, 193660.633, 73, B05, S02, 1
B05, Trade, 265010.333, 73, B05, S02, 1
B05, Trade, 266584.900, 73, B05, S00, 1
B05, Trade, 266981.050, 73, B05, S04, 1
B05, Trade, 267137.767, 73, B05, S00, 1
B05, Trade, 268043.483, 73, B05, S02, 1
B05, Trade, 269066.900, 73, B05, S00, 1
B05, Trade, 270899.117, 73, B05, S02, 1
B05, Trade, 271555.600, 73, B05, S02, 1
B05, Trade, 272917.367, 73, B05, S02, 1
B05, Trade, 292931.750, 71, B05, S04, 1
B05, Trade, 303704.650, 73, B05, S00, 1
B05, Trade, 307326.350, 71, B05, S01, 1
B05, Trade, 345960.383, 72, S01, B05, 1
B05, Trade, 345991.000, 73, B05, S04, 1
B05, Trade, 346037.367, 73, B05, S04, 1
B05, Trade, 346147.067, 72, B05, S00, 1
B05, Trade, 346452.900, 73, B05, S01, 1
B05, Trade, 347137.067, 73, B05, S01, 1
B05, Trade, 347198.267, 73, B05, S04, 1
B05, Trade, 348427.350, 73, B05, S00, 1
B05, Trade, 348564.250, 71, B05, S01, 1
B05, Trade, 348836.967, 73, S04, B05, 1
B05, Trade, 349226.500, 72, B05, S03, 1
B05, Trade, 349292.150, 73, B05, S00, 1
B05, Trade, 349467.767, 73, B05, S03, 1
B05, Trade, 349966.050, 73, B05, S00, 1
