B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 109149.017, 67, B03, S01, 1
B04, 2
B04, Trade, 323055.650, 68, B04, S00, 1
B04, Trade, 417986.483, 67, B04, S01, 1
B05, 81
B05, Trade, 5257.467, 72, B05, S03, 1
B05, Trade, 39359.783, 73, B05, S00, 1
B05, Trade, 40604.450, 73, B05, S03, 1
B05, Trade, 42187.250, 73, B05, S02, 1
B05, Trade, 47527.433, 73, B05, S03, 1
B05, Trade, 47756.267, 73, B05, S00, 1
B05, Trade, 106139.517, 72, B05, S00, 1
B05, Trade, 108213.267, 73, B05, S00, 1
B05, Trade, 109000.917, 73, B05, S00, 1
B05, Trade, 110631.533, 73, B05, S03, 1
B05, Trade, 111053.517, 73, B05, S01, 1
B05, Trade, 114113.650, 73, B05, S01, 1
B05, Trade, 117011.583, 73, B05, S02, 1
B05, Trade, 117132.500, 73, B05, S01, 1
B05, Trade, 117304.700, 73, B05, S03, 1
B05, Trade, 120007.850, 73, B05, S03, 1
B05, Trade, 120406.467, 73, B05, S01, 1
B05, Trade, 121523.133, 73, B05, S01, 1
B05, Trade, 180625.750, 73, B05, S00, 1
B05, Trade, 189154.533, 73, B05, S03, 1
B05, Trade, 192415.267, 73, B05, S01, 1
B05, Trade, 193901.783, 73, B05, S04, 1
B05, Trade, 209233.283, 73, B05, S03, 1
B05, Trade, 209252.900, 73, B05, S01, 1
B05, Trade, 209269.233, 73, B05, S04, 1
B05, Trade, 209275.750, 73, B05, S01, 1
B05, Trade, 209700.983, 73, B05, S03, 1
B05, Trade, 209975.067, 73, B05, S02, 1
B05, Trade, 210074.800, 73, B05, S00, 1
B05, Trade, 210297.417, 73, B05, S05, 1
B05, Trade, 210431.883, 73, B05, S01, 1
B05, Trade, 210469.083, 73, B05, S01, 1
B05, Trade, 210587.017, 73, B05, S03, 1
B05, Trade, 210633.733, 73, B05, S01, 1
B05, Trade, 210726.300, 73, B05, S01, 1
B05, Trade, 211062.350, 73, B05, S01, 1
B05, Trade, 211118.833, 73, B05, S01, 1
B05, Trade, 211188.883, 73, B05, S01, 1
